target,target_source_id,method,lambda_fit_frame,parent_source_ids,lambda,lambda_fit_rmse,initial_candidate_rmse,reference_terminal_rmse,cross_frame_rmse,generation_terminal_rmse,direct_relative_distance,generated_relative_distance,direct_point_distance,generated_point_distance,direct_set_rmse,generated_set_rmse,efs_direct_ratio,nearest_parent_relative_distance,nearest_parent_point_distance,nearest_parent_rmse,efs_parent_ratio,direct_aligned_rmse,generated_aligned_rmse,direct_relation_rmse,generated_relation_rmse,terminal_gap,max_replay_residual,generated_nearest_memory_rmse,memory_distance_ratio
0,16,shared_d1,d1,26;13;19;29,0.522312796;0.000000000;0.215435552;0.262251652,6.302468029e-01,6.302468029e-01,6.285555360e-01,6.285555360e-01,6.287179201e-01,5.552258127e-01,5.602516358e-01,nan,nan,6.302468029e-01,6.359988130e-01,1.009051854e+00,6.095230802e-01,nan,7.103001055e-01,9.191639398e-01,6.302468029e-01,6.359988130e-01,9.862823314e-01,1.000384281e+00,6.287179201e-01,4.937685379e-03,3.226968851e-01,4.543106254e-01
0,16,shared_du,du,26;13;19;29,0.507806407;0.004302937;0.216059419;0.271831237,6.284753263e-01,6.303956031e-01,6.284753263e-01,6.303956031e-01,6.286364790e-01,5.558251422e-01,5.617246529e-01,nan,nan,6.303956031e-01,6.372649708e-01,1.010613969e+00,6.095230802e-01,nan,7.103001055e-01,9.215806113e-01,6.303956031e-01,6.372649708e-01,9.936574876e-01,1.011399056e+00,6.286364790e-01,4.839010772e-03,3.325595200e-01,4.681957914e-01
0,16,per_particle_d1,d1,26;13;19;29,0.640480158;0.309998636;0.000000000;0.049521206|0.000000000;0.121204825;0.000000000;0.878795175|0.000000000;1.000000000;0.000000000;0.000000000|0.516388592;0.000000000;0.217977041;0.265634366,5.473450039e-01,5.473450039e-01,5.425279203e-01,5.425279203e-01,5.425470885e-01,4.885083048e-01,4.915817003e-01,nan,nan,5.473450039e-01,5.506291540e-01,1.006291388e+00,6.095230802e-01,nan,7.103001055e-01,8.065021921e-01,5.473450039e-01,5.506291540e-01,9.299221259e-01,9.369797445e-01,5.425470885e-01,7.173217016e-03,3.911714296e-01,5.507128980e-01
0,16,per_particle_du,du,26;13;19;29,0.647968153;0.308855336;0.000000000;0.043176511|0.000000000;0.141783672;0.000000000;0.858216328|0.000000000;1.000000000;0.000000000;0.000000000|0.506440659;0.000000000;0.217155212;0.276404129,5.424233170e-01,5.474517905e-01,5.424233170e-01,5.474517905e-01,5.424415519e-01,4.889751429e-01,4.917183224e-01,nan,nan,5.474517905e-01,5.505131086e-01,1.005610059e+00,6.095230802e-01,nan,7.103001055e-01,8.067263379e-01,5.474517905e-01,5.505131086e-01,9.330635441e-01,9.461488390e-01,5.424415519e-01,2.863114174e-03,3.939344957e-01,5.546028963e-01
