layout,seed,trial,trial_kind,method,source_ids,lambda,independent_control_nondegenerate,clean_target_rmse,clean_target_relative_rmse,noisy_target_rmse,jitter_error_floor,centroid_rmse,centered_shape_rmse,per_particle_rmse,mean_particle_rmse,max_particle_rmse,terminal_commutation_gap,terminal_commutation_relative,max_replay_residual,template_coherence_error,nearest_memory_source
slot,103,3,random,shared,218;187;54;140,0.167330074;0.307508015;0.090702820;0.434459091,1,5.134715380e-01,2.305917155e-01,5.247686537e-01,4.231660970e-02,3.986131719e-01,3.236673593e-01,5.507484646e-01;5.235038688e-01;5.235811613e-01;4.945549675e-01;5.152093072e-01;4.826642916e-01;5.497369126e-01;4.609837532e-01,5.126228408e-01,5.507484646e-01,1.009889655e-01,8.766510337e-02,3.400862151e-09,3.282995990e-01,2.158182041e+00
slot,103,3,random,independent,218;187;54;140,0.167330074;0.307508015;0.090702820;0.434459091,1,9.691298796e-01,4.352204648e-01,9.758958722e-01,4.231660970e-02,6.643670421e-01,7.055700936e-01,5.507484646e-01;1.215564788e+00;7.869426537e-01;1.169077016e+00;5.152093072e-01;1.213131599e+00;7.705863613e-01;1.189885753e+00,9.263932429e-01,1.215564788e+00,,,4.128533739e-09,7.106218048e-01,4.570476221e+00
slot,103,4,random,shared,64;200;82;131,0.009021708;0.260125653;0.446062916;0.284789723,1,7.379166015e-01,3.313863426e-01,7.214493190e-01,3.902265413e-02,4.550755099e-01,5.808848346e-01,8.228612867e-01;5.325532352e-01;4.983460794e-01;4.888546055e-01;8.738896148e-01;8.534235402e-01;8.731647593e-01;8.085137639e-01,7.189508606e-01,8.738896148e-01,7.775499066e-02,6.749647606e-02,5.492837048e-09,5.871683321e-01,4.297132381e+00
slot,103,4,random,independent,64;200;82;131,0.009021708;0.260125653;0.446062916;0.284789723,1,9.402091447e-01,4.222326332e-01,9.497479820e-01,3.902265413e-02,6.493991266e-01,6.799073541e-01,8.228612867e-01;9.412220095e-01;9.908264211e-01;1.085997907e+00;8.738896148e-01;5.042663140e-01;1.025200806e+00;1.130846408e+00,9.218888460e-01,1.130846408e+00,,,7.362490110e-09,6.783379335e-01,5.172663886e+00
slot,103,5,random,shared,125;98;153;231,0.018588171;0.043507234;0.212760687;0.725143909,1,3.543257910e-01,1.591219492e-01,3.595521822e-01,2.648271273e-02,2.745561720e-01,2.239769510e-01,3.906208268e-01;3.918619815e-01;2.184270275e-01;3.811007840e-01;3.927804307e-01;3.994478373e-01;2.069939231e-01;3.854918764e-01,3.458405859e-01,3.994478373e-01,1.294396907e-01,1.123622151e-01,5.131407043e-09,2.350172538e-01,1.465235682e+00
slot,103,5,random,independent,125;98;153;231,0.018588171;0.043507234;0.212760687;0.725143909,1,1.453484025e+00,6.527360331e-01,1.449640071e+00,2.648271273e-02,9.376164152e-01,1.110626521e+00,3.906208268e-01;1.447115370e+00;2.234794372e+00;8.952892548e-01;3.927804307e-01;1.419121485e+00;2.212689968e+00;1.339466717e+00,1.291484803e+00,2.234794372e+00,,,7.066020907e-09,1.113627094e+00,6.967990144e+00
slot,103,6,random,shared,18;95;153;205,0.360116040;0.032500561;0.383125462;0.224257938,1,4.040678841e-01,1.814603141e-01,4.074849950e-01,3.394051766e-02,4.005687225e-01,5.306179011e-02,4.035044614e-01;4.158613577e-01;4.118153692e-01;4.604711051e-01;3.974819581e-01;3.877093157e-01;3.417495473e-01;4.045758399e-01,4.028961193e-01,4.604711051e-01,6.140720886e-02,5.330551991e-02,5.018516878e-09,4.141059550e-02,2.236701467e-03
slot,103,6,random,independent,18;95;153;205,0.360116040;0.032500561;0.383125462;0.224257938,1,6.231603146e-01,2.798511608e-01,6.290338725e-01,3.394051766e-02,4.011975024e-01,4.768326140e-01,4.035044614e-01;8.233293919e-01;4.118153692e-01;6.700930730e-01;3.974819581e-01;9.153119850e-01;3.417495473e-01;7.312631326e-01,5.868186148e-01,9.153119850e-01,,,5.018516878e-09,4.795888056e-01,3.437250013e+00
slot,103,7,random,shared,111;213;88;55,0.609505717;0.240834955;0.116010400;0.033648928,1,6.887427645e-01,3.093031723e-01,6.923057383e-01,3.750254218e-02,5.303942371e-01,4.393729042e-01,6.597994205e-01;6.681729585e-01;6.967575763e-01;6.517499770e-01;6.977110462e-01;7.358524676e-01;7.085334215e-01;6.874547749e-01,6.882539553e-01,7.358524676e-01,6.180837794e-02,5.365376122e-02,3.818448773e-09,4.434500510e-01,3.195190155e+00
slot,103,7,random,independent,111;213;88;55,0.609505717;0.240834955;0.116010400;0.033648928,1,1.002152214e+00,4.500502583e-01,1.017244341e+00,3.750254218e-02,6.748794762e-01,7.408419220e-01,6.597994205e-01;8.361130200e-01;1.494346726e+00;7.739786731e-01;6.977110462e-01;8.670186617e-01;1.499557870e+00;7.620638008e-01,9.488236523e-01,1.499557870e+00,,,4.671279450e-09,7.430844524e-01,4.955229806e+00
slot,103,8,random,shared,255;163;95;129,0.138922481;0.648519806;0.132564729;0.079992984,1,8.708512357e-01,3.910851245e-01,8.718142789e-01,3.560782551e-02,8.694146776e-01,4.999993042e-02,8.792037553e-01;8.873892993e-01;8.728086112e-01;8.482256632e-01;8.578975164e-01;8.768673852e-01;8.614857730e-01;8.821972804e-01,8.707594105e-01,8.873892993e-01,7.737132089e-02,6.716342533e-02,8.613644612e-09,4.054900144e-02,3.608592387e-03
slot,103,8,random,independent,255;163;95;129,0.138922481;0.648519806;0.132564729;0.079992984,1,1.632964439e+00,7.333377672e-01,1.631814016e+00,3.560782551e-02,1.294734114e+00,9.951062416e-01,8.792037553e-01;2.161258336e+00;1.990936075e+00;1.063230198e+00;8.578975164e-01;2.170512085e+00;2.009951872e+00;1.143347595e+00,1.534542179e+00,2.170512085e+00,,,4.931302513e-09,9.880451881e-01,6.098341380e+00
slot,103,9,random,shared,171;207;101;156,0.035282754;0.639327305;0.126539960;0.198849981,1,4.061586974e-01,1.823992643e-01,4.161030532e-01,3.175804428e-02,4.020728418e-01,5.746579274e-02,3.906825306e-01;3.797650205e-01;3.230130940e-01;3.857513643e-01;4.274327773e-01;4.553741292e-01;4.098974812e-01;4.600466209e-01,4.039953773e-01,4.600466209e-01,1.336184708e-01,1.159896727e-01,3.463439997e-09,5.697526060e-02,1.319563779e-03
slot,103,9,random,independent,171;207;101;156,0.035282754;0.639327305;0.126539960;0.198849981,1,1.466919073e+00,6.587694945e-01,1.472572858e+00,3.175804428e-02,1.183191281e+00,8.671274184e-01,3.906825306e-01;1.743729083e+00;1.678920282e+00;1.626562612e+00;4.274327773e-01;1.712788780e+00;1.644664874e+00;1.654038271e+00,1.359852401e+00,1.743729083e+00,,,5.603179682e-09,8.660823645e-01,5.122747120e+00
slot,103,10,random,shared,25;86;160;203,0.146710811;0.118950937;0.531619234;0.202719018,1,6.548932168e-01,2.941018911e-01,6.633229287e-01,4.132907946e-02,5.335276466e-01,3.797806944e-01,6.788993711e-01;6.049834539e-01;6.991452565e-01;6.229147799e-01;6.016662261e-01;7.174416169e-01;6.839869166e-01;6.186937304e-01,6.534664189e-01,7.174416169e-01,6.231027821e-02,5.408944386e-02,5.175624938e-09,3.779387992e-01,2.768443994e+00
slot,103,10,random,independent,25;86;160;203,0.146710811;0.118950937;0.531619234;0.202719018,1,1.200190139e+00,5.389858688e-01,1.216397115e+00,4.132907946e-02,9.969593820e-01,6.682277753e-01,6.788993711e-01;1.158499733e+00;1.145714234e+00;1.644492482e+00;6.016662261e-01;1.151407249e+00;1.143697009e+00;1.645546897e+00,1.146240400e+00,1.645546897e+00,,,4.041252279e-09,6.607754984e-01,4.628005075e+00
slot,103,11,random,shared,181;56;105;66,0.330170624;0.111828764;0.067663618;0.490336994,1,4.028729221e-01,1.809236761e-01,3.979835889e-01,4.462049552e-02,4.015260446e-01,3.291545024e-02,4.024806563e-01;3.761034066e-01;4.169536239e-01;3.976632805e-01;4.176187240e-01;4.091286362e-01;4.137955648e-01;3.873028033e-01,4.026308369e-01,4.176187240e-01,1.225755226e-01,1.064036631e-01,3.286701251e-09,5.047727687e-02,1.519533143e-03
slot,103,11,random,independent,181;56;105;66,0.330170624;0.111828764;0.067663618;0.490336994,1,6.694339282e-01,3.006318880e-01,6.649134187e-01,4.462049552e-02,4.230538485e-01,5.188132858e-01,4.024806563e-01;4.644162700e-01;4.169536239e-01;7.121794170e-01;4.176187240e-01;4.091616248e-01;1.316547572e+00;6.717850351e-01,6.013928654e-01,1.316547572e+00,,,4.189726396e-09,5.092454264e-01,3.172053680e+00
slot,103,12,random,shared,162;150;220;143,0.545084165;0.273881841;0.115722504;0.065311490,1,4.279250064e-01,1.921741597e-01,4.231268340e-01,3.877343467e-02,4.218508453e-01,7.184480140e-02,3.733608283e-01;4.511775100e-01;4.343105176e-01;4.629766781e-01;4.419574320e-01;4.113435492e-01;4.055066072e-01;4.359592981e-01,4.270740526e-01,4.629766781e-01,9.094636240e-02,7.894745946e-02,5.492837048e-09,5.199307543e-02,2.261266437e-03
slot,103,12,random,independent,162;150;220;143,0.545084165;0.273881841;0.115722504;0.065311490,1,9.865029597e-01,4.430224325e-01,9.981668829e-01,3.877343467e-02,7.110203865e-01,6.838406975e-01,3.733608283e-01;1.045402533e+00;1.571895174e+00;4.629766781e-01;4.419574320e-01;1.043261104e+00;1.547338844e+00;4.359592981e-01,8.652689864e-01,1.571895174e+00,,,5.492837048e-09,6.795261207e-01,4.747923084e+00
