stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.4496168229805635,1.9184424443648824,1.0,0.47494379672146875,0.20412414523193154,0.3100446074291728,0.3818359375,0.12158203125,0.0517578125,0.03564453125,0.0263671875,0.0341796875,0.0458984375,0.04150390625,0.03369140625,0.03466796875,0.19287109375,0.11913152286400955,0.22763632759908925,0.252353776503804,,,,,,1
terminal,,,True,1.1806145193909987,0.8736481599352144,0.45539451157443683,0.21612156662162915,0.20412414523193154,0.04150390625,0.11572265625,0.10693359375,0.09326171875,0.0986328125,0.07763671875,0.0771484375,0.1005859375,0.12841796875,0.10400390625,0.0556640625,0.0419921875,0.000703567905237403,0.02299695260101915,0.8352598608961506,,,,,,1
vertex,132,0,,,,,,,,,,,,,,,,,,,,,,1.320297200e-03,1.312465416e-03,1.375830128e-03,1.367668931e-03,4.430581436e-06,1
vertex,132,1,,,,,,,,,,,,,,,,,,,,,,8.274166310e-04,1.312465416e-03,8.622185438e-04,1.367668931e-03,2.370966833e-06,1
vertex,132,2,,,,,,,,,,,,,,,,,,,,,,7.375120830e-04,1.312465416e-03,7.685325269e-04,1.367668931e-03,2.217606589e-06,1
vertex,132,3,,,,,,,,,,,,,,,,,,,,,,1.979528938e-03,1.312465416e-03,2.062789766e-03,1.367668931e-03,6.651620975e-06,1
vertex,340,0,,,,,,,,,,,,,,,,,,,,,,1.476504327e-03,1.439811800e-03,1.538607472e-03,1.500371623e-03,3.040840432e-06,1
vertex,340,1,,,,,,,,,,,,,,,,,,,,,,1.771047052e-03,1.439811800e-03,1.845538938e-03,1.500371623e-03,6.576794337e-06,1
vertex,340,2,,,,,,,,,,,,,,,,,,,,,,6.241807679e-04,1.439811800e-03,6.504343912e-04,1.500371623e-03,2.095429085e-06,1
vertex,340,3,,,,,,,,,,,,,,,,,,,,,,1.608091339e-03,1.439811800e-03,1.675729156e-03,1.500371623e-03,3.063346893e-06,1
vertex,62,0,,,,,,,,,,,,,,,,,,,,,,6.433157045e-04,2.014997460e-03,6.703741610e-04,2.099750126e-03,2.369879531e-06,1
vertex,62,1,,,,,,,,,,,,,,,,,,,,,,1.316236504e-03,2.014997460e-03,1.371598635e-03,2.099750126e-03,5.121318420e-06,1
vertex,62,2,,,,,,,,,,,,,,,,,,,,,,3.708317893e-03,2.014997460e-03,3.864293191e-03,2.099750126e-03,9.957446139e-06,1
vertex,62,3,,,,,,,,,,,,,,,,,,,,,,5.855799067e-04,2.014997460e-03,6.102099419e-04,2.099750126e-03,2.014092037e-06,1
vertex,419,0,,,,,,,,,,,,,,,,,,,,,,2.079095697e-03,3.100778172e-03,2.166544394e-03,3.231199785e-03,8.363834355e-06,1
vertex,419,1,,,,,,,,,,,,,,,,,,,,,,2.488239420e-03,3.100778172e-03,2.592897083e-03,3.231199785e-03,9.856369762e-06,1
vertex,419,2,,,,,,,,,,,,,,,,,,,,,,1.846345904e-03,3.100778172e-03,1.924004930e-03,3.231199785e-03,8.638272477e-06,1
vertex,419,3,,,,,,,,,,,,,,,,,,,,,,4.953416353e-03,3.100778172e-03,5.161761649e-03,3.231199785e-03,1.057485555e-05,1
