stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.4374899667430454,1.9154271855539284,1.0,0.48977100533769335,0.20412414523193154,0.31080769439281497,0.326171875,0.1787109375,0.0869140625,0.0625,0.0390625,0.01953125,0.0224609375,0.0185546875,0.0263671875,0.017578125,0.2021484375,0.08495773060161825,0.24986100075934256,0.21775772673080576,,,,,,1
terminal,,,True,1.1730616324766487,0.8676035182467168,0.45295562514208115,0.21356176359243045,0.20412414523193154,0.040349157896007126,0.1044921875,0.1181640625,0.0947265625,0.06640625,0.0859375,0.0986328125,0.1396484375,0.1171875,0.0888671875,0.0458984375,0.0400390625,0.0006969607905775169,0.029067760201077663,0.7979199803531029,,,,,,1
vertex,471,0,,,,,,,,,,,,,,,,,,,,,,1.831694614e-03,1.936619565e-03,1.912156998e-03,2.021691075e-03,2.563328864e-06,1
vertex,471,1,,,,,,,,,,,,,,,,,,,,,,2.036144768e-03,1.936619565e-03,2.125588205e-03,2.021691075e-03,5.139147566e-06,1
vertex,292,0,,,,,,,,,,,,,,,,,,,,,,3.965034065e-04,5.163580980e-04,4.139209438e-04,5.390405928e-04,1.033805543e-06,1
vertex,292,1,,,,,,,,,,,,,,,,,,,,,,6.132180847e-04,5.163580980e-04,6.401554293e-04,5.390405928e-04,1.770598293e-06,1
vertex,270,0,,,,,,,,,,,,,,,,,,,,,,1.470590524e-03,1.223374237e-03,1.535190386e-03,1.277114422e-03,2.397986072e-06,1
vertex,270,1,,,,,,,,,,,,,,,,,,,,,,9.114014263e-04,1.223374237e-03,9.514373204e-04,1.277114422e-03,2.840737577e-06,1
vertex,374,0,,,,,,,,,,,,,,,,,,,,,,6.581163622e-04,9.648335701e-04,6.870259911e-04,1.007216623e-03,1.626253878e-06,1
vertex,374,1,,,,,,,,,,,,,,,,,,,,,,1.195278415e-03,9.648335701e-04,1.247784412e-03,1.007216623e-03,2.905302357e-06,1
