stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.489832327144526,1.9538939712165724,1.0,0.4879601717601741,0.20412414523193154,0.31462248350534416,0.34453125,0.160546875,0.091796875,0.055859375,0.034375,0.02734375,0.025,0.023046875,0.0234375,0.01953125,0.19453125,0.08756291925734888,0.2509699298390236,0.2295444098302986,,,,,,1
terminal,,,True,1.1833145731844397,0.8758939325182757,0.4482811991957318,0.21762825108034084,0.20412414523193154,0.04843750000000002,0.11171875,0.102734375,0.11171875,0.0859375,0.0765625,0.081640625,0.10859375,0.119140625,0.098046875,0.055078125,0.048828125,0.0006183320581315238,0.02916256749897764,0.8004178573338102,,,,,,1
vertex,471,0,,,,,,,,,,,,,,,,,,,,,,1.271357376e-03,1.164038758e-03,1.300778212e-03,1.190976104e-03,2.895611255e-06,1
vertex,471,1,,,,,,,,,,,,,,,,,,,,,,1.672205850e-03,1.164038758e-03,1.710902832e-03,1.190976104e-03,7.203262948e-06,1
vertex,471,2,,,,,,,,,,,,,,,,,,,,,,1.274367576e-03,1.164038758e-03,1.303858071e-03,1.190976104e-03,4.608143997e-06,1
vertex,471,3,,,,,,,,,,,,,,,,,,,,,,5.036879396e-04,1.164038758e-03,5.153439227e-04,1.190976104e-03,2.011800919e-06,1
vertex,471,4,,,,,,,,,,,,,,,,,,,,,,6.961285153e-04,1.164038758e-03,7.122378194e-04,1.190976104e-03,2.794739361e-06,1
vertex,292,0,,,,,,,,,,,,,,,,,,,,,,5.225221012e-04,1.770833961e-03,5.346139309e-04,1.811813323e-03,2.293440365e-06,1
vertex,292,1,,,,,,,,,,,,,,,,,,,,,,1.295608010e-03,1.770833961e-03,1.325590036e-03,1.811813323e-03,3.004014550e-06,1
vertex,292,2,,,,,,,,,,,,,,,,,,,,,,2.082017036e-03,1.770833961e-03,2.130197573e-03,1.811813323e-03,4.111729436e-06,1
vertex,292,3,,,,,,,,,,,,,,,,,,,,,,5.598026962e-04,1.770833961e-03,5.727572465e-04,1.811813323e-03,2.023030620e-06,1
vertex,292,4,,,,,,,,,,,,,,,,,,,,,,3.013214417e-03,1.770833961e-03,3.082944052e-03,1.811813323e-03,7.392761121e-06,1
vertex,270,0,,,,,,,,,,,,,,,,,,,,,,1.880571434e-03,2.229905278e-03,1.924090262e-03,2.281508138e-03,7.175358237e-06,1
vertex,270,1,,,,,,,,,,,,,,,,,,,,,,1.309157921e-03,2.229905278e-03,1.339453509e-03,2.281508138e-03,2.518432494e-06,1
vertex,270,2,,,,,,,,,,,,,,,,,,,,,,3.660763198e-04,2.229905278e-03,3.745477939e-04,2.281508138e-03,1.451182230e-06,1
vertex,270,3,,,,,,,,,,,,,,,,,,,,,,1.499281439e-03,2.229905278e-03,1.533976729e-03,2.281508138e-03,3.277868012e-06,1
vertex,270,4,,,,,,,,,,,,,,,,,,,,,,4.150914074e-03,2.229905278e-03,4.246971534e-03,2.281508138e-03,1.091069203e-05,1
vertex,374,0,,,,,,,,,,,,,,,,,,,,,,4.645880820e-04,2.157416459e-03,4.753392444e-04,2.207341835e-03,1.695377912e-06,1
vertex,374,1,,,,,,,,,,,,,,,,,,,,,,8.021735694e-04,2.157416459e-03,8.207368916e-04,2.207341835e-03,2.411996677e-06,1
vertex,374,2,,,,,,,,,,,,,,,,,,,,,,3.723954580e-03,2.157416459e-03,3.810131651e-03,2.207341835e-03,9.689617416e-06,1
vertex,374,3,,,,,,,,,,,,,,,,,,,,,,1.836368186e-03,2.157416459e-03,1.878864094e-03,2.207341835e-03,3.692206383e-06,1
vertex,374,4,,,,,,,,,,,,,,,,,,,,,,2.274383111e-03,2.157416459e-03,2.327015245e-03,2.207341835e-03,7.417372940e-06,1
