stage,plane,finite,mean_pair_distance,rms_radius,radius_ratio,radius_mean,radius_cv,expected_radius_cv,radius_q05_normalized,radius_q25_normalized,radius_q50_normalized,radius_q75_normalized,radius_q95_normalized,uniform_ball_radius,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_source_id,vertex_particle,vertex_particle_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
vertex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,1,7.552028946e-04,3.391493357e-04,3.401584855e-04,5.339798520e-09,1
vertex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,2,7.415787951e-04,3.330309742e-04,3.401584855e-04,3.238841672e-09,1
vertex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,3,7.514276529e-04,3.374539360e-04,3.401584855e-04,5.841831787e-09,1
vertex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,4,7.644963091e-04,3.433228570e-04,3.401584855e-04,3.646545410e-09,1
vertex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,5,7.588550318e-04,3.407894511e-04,3.401584855e-04,5.463889689e-09,1
vertex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,6,7.485149428e-04,3.361458853e-04,3.401584855e-04,4.301049420e-09,1
vertex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,7,7.829150025e-04,3.515943926e-04,3.401584855e-04,4.972419073e-09,1
vertex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,0,6.863793200e-04,3.082417878e-04,3.104449819e-04,4.956196349e-09,1
vertex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,1,6.834364454e-04,3.069201907e-04,3.104449819e-04,3.456071785e-09,1
vertex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,2,6.931977901e-04,3.113038518e-04,3.104449819e-04,4.638696642e-09,1
vertex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,3,7.064482666e-04,3.172544253e-04,3.104449819e-04,3.848780870e-09,1
vertex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,4,6.652140245e-04,2.987367979e-04,3.104449819e-04,4.638347294e-09,1
vertex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,5,7.129817166e-04,3.201884914e-04,3.104449819e-04,4.172682053e-09,1
vertex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,6,6.969383512e-04,3.129836770e-04,3.104449819e-04,4.601643555e-09,1
vertex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,7,6.845676863e-04,3.074282126e-04,3.104449819e-04,4.211369724e-09,1
