stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.564777890498272,1.9818187394460782,1.0,0.4505160464014271,0.20412414523193154,0.24962850289300176,0.2541910331384016,0.10428849902534112,0.14327485380116958,0.1469785575048733,0.07329434697855751,0.04230019493177388,0.03508771929824561,0.02183235867446394,0.015789473684210527,0.014814814814814815,0.14814814814814814,0.06870378123106623,0.10827344867425456,0.6212059678816794,,,,,,1
terminal,,,True,1.1871071043113246,0.8787501694133356,0.44340592402458956,0.21842041104022342,0.20412414523193154,0.04346978557504877,0.11306042884990253,0.10721247563352826,0.10116959064327485,0.09532163742690059,0.0898635477582846,0.07621832358674464,0.08031189083820663,0.10448343079922028,0.11286549707602339,0.07582846003898636,0.04366471734892788,0.00021218848649840678,0.010190011521277381,0.927609451673142,,,,,,1
