stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.391471805969174,1.868572832797508,1.0,0.46455547014450266,0.20412414523193154,0.2948206964820661,0.3095703125,0.17610677083333334,0.10221354166666667,0.060546875,0.037109375,0.0322265625,0.0185546875,0.024088541666666668,0.016927083333333332,0.017578125,0.205078125,0.0865063631676709,0.24953921728581674,0.23313433069190018,,,,,,1
terminal,,,True,1.1840936951327568,0.8764827319865204,0.4690653297545306,0.21753113607160765,0.20412414523193154,0.04296875,0.11360677083333333,0.107421875,0.10123697916666667,0.09212239583333333,0.08072916666666667,0.08040364583333333,0.0908203125,0.119140625,0.11067708333333333,0.060546875,0.043294270833333336,0.0005934204172757245,0.02664317825498167,0.8158745553194159,,,,,,1
vertex,471,0,,,,,,,,,,,,,,,,,,,,,,4.091606174e-04,1.761465810e-03,4.377849061e-04,1.884695426e-03,1.610031053e-06,1
vertex,471,1,,,,,,,,,,,,,,,,,,,,,,4.980641879e-04,1.761465810e-03,5.329080425e-04,1.884695426e-03,1.907110317e-06,1
vertex,471,2,,,,,,,,,,,,,,,,,,,,,,1.385812070e-03,1.761465810e-03,1.482761490e-03,1.884695426e-03,5.733913154e-06,1
vertex,471,3,,,,,,,,,,,,,,,,,,,,,,8.094602822e-04,1.761465810e-03,8.660889600e-04,1.884695426e-03,2.939608803e-06,1
vertex,471,4,,,,,,,,,,,,,,,,,,,,,,3.806139272e-03,1.761465810e-03,4.072411304e-03,1.884695426e-03,1.341191933e-05,1
vertex,471,5,,,,,,,,,,,,,,,,,,,,,,1.067095711e-03,1.761465810e-03,1.141748193e-03,1.884695426e-03,4.354383954e-06,1
vertex,292,0,,,,,,,,,,,,,,,,,,,,,,8.873197429e-04,1.525319370e-03,9.493953566e-04,1.632028520e-03,2.770609679e-06,1
vertex,292,1,,,,,,,,,,,,,,,,,,,,,,1.279274139e-03,1.525319370e-03,1.368770319e-03,1.632028520e-03,3.032652300e-06,1
vertex,292,2,,,,,,,,,,,,,,,,,,,,,,7.276439173e-04,1.525319370e-03,7.785488397e-04,1.632028520e-03,2.412721319e-06,1
vertex,292,3,,,,,,,,,,,,,,,,,,,,,,1.240015732e-03,1.525319370e-03,1.326765450e-03,1.632028520e-03,2.623951479e-06,1
vertex,292,4,,,,,,,,,,,,,,,,,,,,,,1.454299580e-03,1.525319370e-03,1.556040288e-03,1.632028520e-03,7.143561917e-06,1
vertex,292,5,,,,,,,,,,,,,,,,,,,,,,2.711756715e-03,1.525319370e-03,2.901467316e-03,1.632028520e-03,1.649826026e-05,1
vertex,270,0,,,,,,,,,,,,,,,,,,,,,,1.667822973e-03,1.420616267e-03,1.784501471e-03,1.520000539e-03,4.181116784e-06,1
vertex,270,1,,,,,,,,,,,,,,,,,,,,,,9.636447920e-04,1.420616267e-03,1.031059996e-03,1.520000539e-03,2.734385261e-06,1
vertex,270,2,,,,,,,,,,,,,,,,,,,,,,1.631977482e-03,1.420616267e-03,1.746148281e-03,1.520000539e-03,3.264357466e-06,1
vertex,270,3,,,,,,,,,,,,,,,,,,,,,,1.729749269e-03,1.420616267e-03,1.850760042e-03,1.520000539e-03,5.158160410e-06,1
vertex,270,4,,,,,,,,,,,,,,,,,,,,,,1.299942566e-03,1.420616267e-03,1.390884680e-03,1.520000539e-03,4.806871427e-06,1
vertex,270,5,,,,,,,,,,,,,,,,,,,,,,1.026364948e-03,1.420616267e-03,1.098167965e-03,1.520000539e-03,2.594772640e-06,1
vertex,374,0,,,,,,,,,,,,,,,,,,,,,,1.825126332e-03,1.966171112e-03,1.952809546e-03,2.103721617e-03,5.445208311e-06,1
vertex,374,1,,,,,,,,,,,,,,,,,,,,,,1.254655872e-03,1.966171112e-03,1.342429793e-03,2.103721617e-03,3.028269170e-06,1
vertex,374,2,,,,,,,,,,,,,,,,,,,,,,8.721188813e-04,1.966171112e-03,9.331310645e-04,2.103721617e-03,3.473178152e-06,1
vertex,374,3,,,,,,,,,,,,,,,,,,,,,,3.571953238e-03,1.966171112e-03,3.821841952e-03,2.103721617e-03,1.856678588e-05,1
vertex,374,4,,,,,,,,,,,,,,,,,,,,,,1.277866713e-03,1.966171112e-03,1.367264431e-03,2.103721617e-03,2.716868603e-06,1
vertex,374,5,,,,,,,,,,,,,,,,,,,,,,1.771254063e-03,1.966171112e-03,1.895168451e-03,2.103721617e-03,5.229699060e-06,1
