stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.479190371110773,1.9191209277144965,1.0,0.3997898879906356,0.20412414523193154,0.28892174555659217,0.228515625,0.1953125,0.15234375,0.1005859375,0.056640625,0.0361328125,0.03125,0.01953125,0.0185546875,0.017578125,0.1435546875,0.03145700861728687,0.2851237296270262,0.1565340988568084,,,,,,1
terminal,,,True,1.1724649975875452,0.8671001217502378,0.45182151329196196,0.2129056036008998,0.20412414523193154,0.049980921773255416,0.107421875,0.1083984375,0.115234375,0.064453125,0.0693359375,0.08984375,0.1376953125,0.130859375,0.1044921875,0.0439453125,0.0283203125,0.0004484297191590605,0.030378224154216118,0.7841501698179663,,,,,,1
vertex,304,0,,,,,,,,,,,,,,,,,,,,,,8.114304705e-04,1.657205436e-03,8.454283105e-04,1.726640104e-03,2.365451609e-06,1
vertex,304,1,,,,,,,,,,,,,,,,,,,,,,2.198690589e-03,1.657205436e-03,2.290812753e-03,1.726640104e-03,6.893398639e-06,1
vertex,436,0,,,,,,,,,,,,,,,,,,,,,,1.799259275e-03,2.250107970e-03,1.874645807e-03,2.344384453e-03,4.056566837e-06,1
vertex,436,1,,,,,,,,,,,,,,,,,,,,,,2.624621462e-03,2.250107970e-03,2.734589553e-03,2.344384453e-03,9.410472356e-06,1
vertex,186,0,,,,,,,,,,,,,,,,,,,,,,1.411225926e-03,1.235293208e-03,1.470354385e-03,1.287050324e-03,2.373576603e-06,1
vertex,186,1,,,,,,,,,,,,,,,,,,,,,,1.029728123e-03,1.235293208e-03,1.072872339e-03,1.287050324e-03,3.066526043e-06,1
vertex,21,0,,,,,,,,,,,,,,,,,,,,,,1.000041565e-03,1.105043985e-03,1.041941955e-03,1.151343834e-03,2.769596216e-06,1
vertex,21,1,,,,,,,,,,,,,,,,,,,,,,1.200900198e-03,1.105043985e-03,1.251216293e-03,1.151343834e-03,2.193885508e-06,1
