stage,finite,mean_pair_distance,rms_radius,radius_mean,radius_cv,radius_q05,radius_q25,radius_q50,radius_q75,radius_q95,uniform_ball_radius,radial_ks,angular_resultant,angular_moment_error,covariance_ratio,vertex_source_id,vertex_relative_rmse,gate_pass
initial,True,5.731071701538823,4.313208470938986,4.0572603424423885,0.3607596812130369,1.80244147731902,2.9592014092341303,3.942897952960495,4.9994027102860645,6.621372907632719,5.28257995402528,0.20166015625,0.02260051155022977,0.07263487583817937,0.6004963303180308,,,0
terminal,True,0.9659286506070626,0.712656249528551,0.704288078840524,0.1546113318462896,0.4671096101478787,0.6658843798977698,0.7382826569606216,0.7774135062800516,0.8122299965649578,0.8728220866752573,0.202619598310678,0.0005520584156915825,0.012497811632276286,0.9041932732838925,,,0
