stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.564263716436199,1.976313158346552,1.0,0.4393323234862347,0.20412414523193154,0.23442318884390012,0.2476128472222222,0.11480034722222222,0.134765625,0.1365017361111111,0.07183159722222222,0.052300347222222224,0.029296875,0.023654513888888888,0.016276041666666668,0.016276041666666668,0.1566840277777778,0.06781208907453852,0.10805937076545806,0.6070434289017698,,,,,,1
terminal,,,True,1.1863920885210621,0.8781836267238962,0.444354490590253,0.21809291835854547,0.20412414523193154,0.04123263888888884,0.11436631944444445,0.103515625,0.1032986111111111,0.09700520833333333,0.08680555555555555,0.07508680555555555,0.08333333333333333,0.10611979166666667,0.11414930555555555,0.07486979166666667,0.041449652777777776,0.000128171969641125,0.01077994099973095,0.9239345780370667,,,,,,1
vertex,306,0,,,,,,,,,,,,,,,,,,,,,,9.565411163e-04,2.348376172e-03,9.668510121e-04,2.373687696e-03,4.419528843e-06,1
vertex,306,1,,,,,,,,,,,,,,,,,,,,,,9.911568857e-04,2.348376172e-03,1.001839881e-03,2.373687696e-03,3.151680947e-06,1
vertex,306,2,,,,,,,,,,,,,,,,,,,,,,1.636490999e-03,2.348376172e-03,1.654129605e-03,2.373687696e-03,8.024603535e-06,1
vertex,306,3,,,,,,,,,,,,,,,,,,,,,,2.501809954e-03,2.348376172e-03,2.528775235e-03,2.373687696e-03,3.797892173e-06,1
vertex,306,4,,,,,,,,,,,,,,,,,,,,,,1.134750835e-03,2.348376172e-03,1.146981530e-03,2.373687696e-03,2.944107790e-06,1
vertex,306,5,,,,,,,,,,,,,,,,,,,,,,2.563623832e-03,2.348376172e-03,2.591255361e-03,2.373687696e-03,1.225322773e-05,1
vertex,306,6,,,,,,,,,,,,,,,,,,,,,,1.582425706e-03,2.348376172e-03,1.599481579e-03,2.373687696e-03,3.336152921e-06,1
vertex,306,7,,,,,,,,,,,,,,,,,,,,,,4.979030914e-03,2.348376172e-03,5.032696448e-03,2.373687696e-03,1.150370175e-05,1
vertex,306,8,,,,,,,,,,,,,,,,,,,,,,1.909102018e-03,2.348376172e-03,1.929678910e-03,2.373687696e-03,3.614363541e-06,1
