stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.420791454761026,1.9008570382853638,1.0,0.49173754549147713,0.20412414523193154,0.32158900850095207,0.3984375,0.11328125,0.0546875,0.03671875,0.02890625,0.026171875,0.03125,0.04140625,0.03359375,0.030859375,0.2046875,0.11827807757127975,0.2211229163123198,0.25172530255348574,,,,,,1
terminal,,,True,1.1825175340730563,0.875182767701045,0.4604148287187809,0.2169343748796114,0.20412414523193154,0.04031391699671283,0.110546875,0.110546875,0.0984375,0.09453125,0.07578125,0.08203125,0.094921875,0.125,0.109375,0.058203125,0.040625,0.0007193328693933993,0.022740763624642744,0.8380815443034905,,,,,,1
vertex,132,0,,,,,,,,,,,,,,,,,,,,,,5.610548622e-04,9.343081398e-04,5.898815073e-04,9.823123031e-04,1.895739043e-06,1
vertex,132,1,,,,,,,,,,,,,,,,,,,,,,5.766351017e-04,9.343081398e-04,6.062622497e-04,9.823123031e-04,1.933445177e-06,1
vertex,132,2,,,,,,,,,,,,,,,,,,,,,,1.737302784e-03,9.343081398e-04,1.826564306e-03,9.823123031e-04,3.723753162e-06,1
vertex,132,3,,,,,,,,,,,,,,,,,,,,,,5.431599480e-04,9.343081398e-04,5.710671637e-04,9.823123031e-04,1.959866590e-06,1
vertex,132,4,,,,,,,,,,,,,,,,,,,,,,6.357076446e-04,9.343081398e-04,6.683699027e-04,9.823123031e-04,2.793863337e-06,1
vertex,340,0,,,,,,,,,,,,,,,,,,,,,,4.599379183e-03,2.686423622e-03,4.835692386e-03,2.824450375e-03,1.172143672e-05,1
vertex,340,1,,,,,,,,,,,,,,,,,,,,,,3.033593009e-03,2.686423622e-03,3.189457105e-03,2.824450375e-03,1.256105972e-05,1
vertex,340,2,,,,,,,,,,,,,,,,,,,,,,1.596856464e-03,2.686423622e-03,1.678901942e-03,2.824450375e-03,4.095778597e-06,1
vertex,340,3,,,,,,,,,,,,,,,,,,,,,,1.742980730e-03,2.686423622e-03,1.832533981e-03,2.824450375e-03,4.343866872e-06,1
vertex,340,4,,,,,,,,,,,,,,,,,,,,,,3.734321775e-04,2.686423622e-03,3.926188874e-04,2.824450375e-03,1.614593668e-06,1
vertex,62,0,,,,,,,,,,,,,,,,,,,,,,1.529960542e-03,1.778530799e-03,1.608568950e-03,1.869910590e-03,7.231041002e-06,1
vertex,62,1,,,,,,,,,,,,,,,,,,,,,,1.472839278e-03,1.778530799e-03,1.548512832e-03,1.869910590e-03,6.178209287e-06,1
vertex,62,2,,,,,,,,,,,,,,,,,,,,,,1.245968694e-03,1.778530799e-03,1.309985780e-03,1.869910590e-03,3.069669856e-06,1
vertex,62,3,,,,,,,,,,,,,,,,,,,,,,1.607147859e-03,1.778530799e-03,1.689722103e-03,1.869910590e-03,3.190118747e-06,1
vertex,62,4,,,,,,,,,,,,,,,,,,,,,,2.677771832e-03,1.778530799e-03,2.815354061e-03,1.869910590e-03,9.272672726e-06,1
vertex,419,0,,,,,,,,,,,,,,,,,,,,,,7.039294129e-04,2.455478112e-03,7.400968624e-04,2.581639030e-03,2.334567051e-06,1
vertex,419,1,,,,,,,,,,,,,,,,,,,,,,2.721256424e-03,2.455478112e-03,2.861072864e-03,2.581639030e-03,1.468719673e-05,1
vertex,419,2,,,,,,,,,,,,,,,,,,,,,,8.180366513e-04,2.455478112e-03,8.600668588e-04,2.581639030e-03,2.375741297e-06,1
vertex,419,3,,,,,,,,,,,,,,,,,,,,,,6.178179463e-04,2.455478112e-03,6.495610430e-04,2.581639030e-03,2.160171098e-06,1
vertex,419,4,,,,,,,,,,,,,,,,,,,,,,4.603827502e-03,2.455478112e-03,4.840369257e-03,2.581639030e-03,1.043557162e-05,1
