stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.4936496635149146,1.927858310344017,1.0,0.3933710791541423,0.20412414523193154,0.2831463945329056,0.225,0.1806640625,0.1662109375,0.101953125,0.0587890625,0.04375,0.025,0.0232421875,0.014453125,0.0158203125,0.1451171875,0.03347838701875166,0.27755340225936553,0.17016835609964864,,,,,,1
terminal,,,True,1.187530980374718,0.8792048870913693,0.4560526478392904,0.21877566233707738,0.20412414523193154,0.05092455557802722,0.1125,0.108984375,0.1015625,0.0962890625,0.087109375,0.0734375,0.0892578125,0.1013671875,0.1068359375,0.0716796875,0.0509765625,0.00017390993367864794,0.0274652108982398,0.8030017996223636,,,,,,1
vertex,304,0,,,,,,,,,,,,,,,,,,,,,,1.334680705e-03,1.612960893e-03,1.384336209e-03,1.672969543e-03,2.996506114e-06,1
vertex,304,1,,,,,,,,,,,,,,,,,,,,,,1.118548638e-03,1.612960893e-03,1.160163159e-03,1.672969543e-03,2.907011201e-06,1
vertex,304,2,,,,,,,,,,,,,,,,,,,,,,1.498030528e-03,1.612960893e-03,1.553763305e-03,1.672969543e-03,3.249164298e-06,1
vertex,304,3,,,,,,,,,,,,,,,,,,,,,,3.430692662e-03,1.612960893e-03,3.558328265e-03,1.672969543e-03,9.660818007e-06,1
vertex,304,4,,,,,,,,,,,,,,,,,,,,,,1.286577140e-03,1.612960893e-03,1.334442998e-03,1.672969543e-03,3.182655145e-06,1
vertex,304,5,,,,,,,,,,,,,,,,,,,,,,1.089862103e-03,1.612960893e-03,1.130409369e-03,1.672969543e-03,3.004298798e-06,1
vertex,304,6,,,,,,,,,,,,,,,,,,,,,,1.808607913e-03,1.612960893e-03,1.875895421e-03,1.672969543e-03,3.497529124e-06,1
vertex,304,7,,,,,,,,,,,,,,,,,,,,,,8.161487000e-04,1.612960893e-03,8.465127232e-04,1.672969543e-03,2.592860449e-06,1
vertex,304,8,,,,,,,,,,,,,,,,,,,,,,9.181884878e-04,1.612960893e-03,9.523488025e-04,1.672969543e-03,3.129157017e-06,1
vertex,304,9,,,,,,,,,,,,,,,,,,,,,,1.160536794e-03,1.612960893e-03,1.203713444e-03,1.672969543e-03,2.975991337e-06,1
vertex,436,0,,,,,,,,,,,,,,,,,,,,,,2.077624388e-03,2.181866076e-03,2.154920395e-03,2.263040294e-03,9.449336358e-06,1
vertex,436,1,,,,,,,,,,,,,,,,,,,,,,1.430336699e-03,2.181866076e-03,1.483550993e-03,2.263040294e-03,4.456189306e-06,1
vertex,436,2,,,,,,,,,,,,,,,,,,,,,,9.833206021e-04,2.181866076e-03,1.019904094e-03,2.263040294e-03,2.919291213e-06,1
vertex,436,3,,,,,,,,,,,,,,,,,,,,,,1.812069972e-03,2.181866076e-03,1.879486283e-03,2.263040294e-03,6.513813817e-06,1
vertex,436,4,,,,,,,,,,,,,,,,,,,,,,1.482299582e-03,2.181866076e-03,1.537447105e-03,2.263040294e-03,3.251944127e-06,1
vertex,436,5,,,,,,,,,,,,,,,,,,,,,,3.213021814e-03,2.181866076e-03,3.332559184e-03,2.263040294e-03,1.149765792e-05,1
vertex,436,6,,,,,,,,,,,,,,,,,,,,,,3.275860425e-03,2.181866076e-03,3.397735644e-03,2.263040294e-03,8.097384074e-06,1
vertex,436,7,,,,,,,,,,,,,,,,,,,,,,1.143786482e-03,2.181866076e-03,1.186339953e-03,2.263040294e-03,3.568600303e-06,1
vertex,436,8,,,,,,,,,,,,,,,,,,,,,,2.714377622e-03,2.181866076e-03,2.815363417e-03,2.263040294e-03,3.845958575e-06,1
vertex,436,9,,,,,,,,,,,,,,,,,,,,,,2.250425837e-03,2.181866076e-03,2.334150754e-03,2.263040294e-03,6.778499144e-06,1
vertex,186,0,,,,,,,,,,,,,,,,,,,,,,1.395440700e-03,1.774914617e-03,1.447356722e-03,1.840948599e-03,3.204771415e-06,1
vertex,186,1,,,,,,,,,,,,,,,,,,,,,,1.017954835e-03,1.774914617e-03,1.055826860e-03,1.840948599e-03,2.927001599e-06,1
vertex,186,2,,,,,,,,,,,,,,,,,,,,,,1.050745337e-03,1.774914617e-03,1.089837301e-03,1.840948599e-03,2.937894990e-06,1
vertex,186,3,,,,,,,,,,,,,,,,,,,,,,1.490068893e-03,1.774914617e-03,1.545505465e-03,1.840948599e-03,3.227445249e-06,1
vertex,186,4,,,,,,,,,,,,,,,,,,,,,,1.946774848e-03,1.774914617e-03,2.019202723e-03,1.840948599e-03,3.610385919e-06,1
vertex,186,5,,,,,,,,,,,,,,,,,,,,,,2.757120395e-03,1.774914617e-03,2.859696393e-03,1.840948599e-03,8.927144667e-06,1
vertex,186,6,,,,,,,,,,,,,,,,,,,,,,1.757405364e-03,1.774914617e-03,1.822787931e-03,1.840948599e-03,6.568028586e-06,1
vertex,186,7,,,,,,,,,,,,,,,,,,,,,,1.342742208e-03,1.774914617e-03,1.392697634e-03,1.840948599e-03,4.062888423e-06,1
vertex,186,8,,,,,,,,,,,,,,,,,,,,,,2.535943333e-03,1.774914617e-03,2.630290652e-03,1.840948599e-03,8.081949249e-06,1
vertex,186,9,,,,,,,,,,,,,,,,,,,,,,1.575207000e-03,1.774914617e-03,1.633811053e-03,1.840948599e-03,3.352554891e-06,1
vertex,21,0,,,,,,,,,,,,,,,,,,,,,,1.809466175e-03,2.134919140e-03,1.876785614e-03,2.214346742e-03,5.819484255e-06,1
vertex,21,1,,,,,,,,,,,,,,,,,,,,,,4.888936027e-03,2.134919140e-03,5.070824164e-03,2.214346742e-03,1.851603441e-05,1
