target,target_source_id,method,lambda_fit_frame,parent_source_ids,lambda,lambda_fit_rmse,initial_candidate_rmse,reference_terminal_rmse,cross_frame_rmse,generation_terminal_rmse,direct_relative_distance,generated_relative_distance,direct_point_distance,generated_point_distance,direct_set_rmse,generated_set_rmse,efs_direct_ratio,nearest_parent_relative_distance,nearest_parent_point_distance,nearest_parent_rmse,efs_parent_ratio,direct_aligned_rmse,generated_aligned_rmse,direct_relation_rmse,generated_relation_rmse,terminal_gap,max_replay_residual,generated_nearest_memory_rmse,memory_distance_ratio
0,49,shared_d1,d1,504;151;94;210,0.331333753;0.101073698;0.335953820;0.231638729,2.835235280e-01,2.835235280e-01,5.583324161e-01,5.583324161e-01,5.565972686e-01,3.844398051e-01,5.673322881e-01,nan,nan,2.835235280e-01,4.227179286e-01,1.475737633e+00,6.181044372e-01,nan,4.669917312e-01,9.178583004e-01,2.835235280e-01,4.227179286e-01,2.261904106e-01,1.775777323e-01,5.565972686e-01,1.302950609e-05,3.668273848e-01,7.855115204e-01
0,49,shared_du,du,504;151;94;210,0.155906396;0.012973408;0.402016275;0.429103920,5.236131817e-01,3.108313950e-01,5.236131817e-01,3.108313950e-01,5.228776284e-01,4.186762706e-01,4.223853575e-01,nan,nan,3.108313950e-01,3.154485906e-01,1.008859081e+00,6.181044372e-01,nan,4.669917312e-01,6.833559705e-01,3.108313950e-01,3.154485906e-01,2.829549344e-01,2.478492296e-01,5.228776284e-01,1.358728609e-05,4.547959776e-01,9.738844335e-01
0,49,per_particle_d1,d1,504;151;94;210,0.188038796;0.000000000;0.033800717;0.778160487|0.000000000;0.000000000;0.414614828;0.585385172|0.314167609;0.078181879;0.145462002;0.462188511|0.000000000;0.000000000;0.359518468;0.640481532|0.541434595;0.196450448;0.212058823;0.050056134|0.823211938;0.000000000;0.027473969;0.149314093|0.512632913;0.085117782;0.333113996;0.069135310|0.000000000;0.273034819;0.687701989;0.039263192,1.763106560e-01,1.763106560e-01,4.879929302e-01,4.879929302e-01,4.847974218e-01,2.404787840e-01,3.493269524e-01,nan,nan,1.763106560e-01,2.606495484e-01,1.452631066e+00,6.181044372e-01,nan,4.669917312e-01,5.651584609e-01,1.763106560e-01,2.606495484e-01,1.421644700e-01,2.623253282e-01,4.847974218e-01,1.118795825e-05,3.991943550e-01,8.548210349e-01
0,49,per_particle_du,du,504;151;94;210,0.201208223;0.000000000;0.000000000;0.798791777|0.000000000;0.227778608;0.000000000;0.772221392|0.329387863;0.000000000;0.000000000;0.670612137|0.376510192;0.000000000;0.528144333;0.095345474|0.080089019;0.477764428;0.337690499;0.104456053|0.753644483;0.000000000;0.000000000;0.246355517|0.000000000;0.359758208;0.365933701;0.274308091|0.000000000;0.000000000;1.000000000;0.000000000,3.772768712e-01,2.709356451e-01,3.772768712e-01,2.709356451e-01,3.740007214e-01,3.721742133e-01,3.659852795e-01,nan,nan,2.709356451e-01,2.735511815e-01,9.833708690e-01,6.181044372e-01,nan,4.669917312e-01,5.921091284e-01,2.709356451e-01,2.735511815e-01,1.546077073e-01,2.188459834e-01,3.740007214e-01,1.655662277e-05,4.400621974e-01,9.423340244e-01
