dimension,beta,pair,alpha,terminal_pair_distance,seed_offset_distance,seed_pair_separation_ratio,target_rmse,relative_plane_error,relative_pair_error,arrival_separation_ratio,local_amplification,identity_swapped,collapsed,max_replay_residual,finite,replay_seconds
2,0.025,0,0.0,0.0037291263170230325,0.0,1.0,0.04640198205003645,0.04640198205003645,19.09481243468264,0.8882798098367658,0.0,False,False,0.00015745905764252453,True,206.96532259999367
2,0.025,1,0.0,0.010136125751419195,0.0,1.0,0.0483578706442438,0.0483578706442438,3.6879271697741274,0.5934585991706588,0.0,False,False,0.0001357990018067461,True,206.96532259999367
2,0.025,2,0.0,0.013557841940041034,0.0,1.0,0.04938732825788618,0.04938732825788618,9.119629327285734,1.0522961623462346,0.0,False,False,0.00017255119627314887,True,206.96532259999367
2,0.025,3,0.0,0.01577827232613264,0.0,1.0,0.051890080240500736,0.051890080240500736,10.497504413591534,1.6865994837205198,0.0,False,False,0.00018729503035484668,True,206.96532259999367
2,0.025,4,0.0,0.01711778839292689,0.0,1.0,0.05747875977659418,0.05747875977659418,3.151199443233536,1.08533093691373,0.0,False,False,0.00015398469014020943,True,206.96532259999367
2,0.025,5,0.0,0.01966708326983966,0.0,1.0,0.10220126890795567,0.10220126890795567,8.795277142050724,2.289803052552973,0.0,False,False,0.0002464898836564033,True,206.96532259999367
2,0.025,0,0.1,0.0037291263170230325,0.0003729126317023033,0.8,0.046410880065292766,0.046410880065292766,19.098474044054782,0.7103225391283438,0.5804921543661256,False,False,0.00015727069752229458,True,206.96532259999367
2,0.025,1,0.1,0.010136125751419195,0.0010136125751419197,0.8,0.04842995456925119,0.04842995456925119,3.693424522366313,0.47437071305099904,0.7714293730870475,False,False,0.00013551356634674416,True,206.96532259999367
2,0.025,2,0.1,0.013557841940041034,0.0013557841940041034,0.8,0.04944275610106838,0.04944275610106838,9.129864369391942,0.8390410586429833,0.4285695090310857,False,False,0.00017210801235571267,True,206.96532259999367
2,0.025,3,0.1,0.01577827232613264,0.0015778272326132641,0.8,0.0518362484261719,0.0518362484261719,10.486614091088862,1.3489138807447105,0.5295877530390788,False,False,0.00018677104227096127,True,206.96532259999367
2,0.025,4,0.1,0.01711778839292689,0.0017117788392926891,0.8,0.05741251589741795,0.05741251589741795,3.1475677073368478,0.8676488880288444,1.160783662891544,False,False,0.0001537889051143465,True,206.96532259999367
2,0.025,5,0.1,0.01966708326983966,0.001966708326983966,0.8,0.10160813083829454,0.10160813083829454,8.744232631919749,1.8253582896058478,1.3883954228728028,False,False,0.0002463573759072394,True,206.96532259999367
2,0.025,0,0.25,0.0037291263170230325,0.0009322815792557581,0.5,0.04642279351683442,0.04642279351683442,19.103376531245786,0.4437479758028236,0.5798179882725587,False,False,0.00015698447342737514,True,206.96532259999367
2,0.025,1,0.25,0.010136125751419195,0.002534031437854799,0.5,0.04854502589144638,0.04854502589144638,3.702200232502673,0.2962145050557191,0.7698451768179572,False,False,0.000135075222560118,True,206.96532259999367
2,0.025,2,0.25,0.013557841940041034,0.0033894604850102585,0.5,0.049515067507457454,0.049515067507457454,9.143217050042322,0.522530797731953,0.4250494215590126,False,False,0.00017142649423534888,True,206.96532259999367
2,0.025,3,0.25,0.01577827232613264,0.00394456808153316,0.5,0.05179336959850422,0.05179336959850422,10.477939587588292,0.8428253540545289,0.5291166008297756,False,False,0.0001859738923587157,True,206.96532259999367
2,0.025,4,0.25,0.01711778839292689,0.004279447098231723,0.5,0.05747203503465598,0.05747203503465598,3.150830767863122,0.541861252776691,1.1589122179129732,False,False,0.0001534886771231266,True,206.96532259999367
2,0.025,5,0.25,0.01966708326983966,0.004916770817459915,0.5,0.10102805592067514,0.10102805592067514,8.694312315683659,1.1364781967637925,1.3741999392406352,False,False,0.00024605097767722346,True,206.96532259999367
2,0.025,0,0.4,0.0037291263170230325,0.0014916505268092132,0.19999999999999996,0.04643300136527432,0.04643300136527432,19.10757714817442,0.17745540434590493,0.5793047577799348,False,True,0.00015669365165818714,True,206.96532259999367
2,0.025,1,0.4,0.010136125751419195,0.004054450300567679,0.19999999999999996,0.04866852635234128,0.04866852635234128,3.711618775940299,0.11842843254065236,0.7686525053512336,False,True,0.00013462384727934746,True,206.96532259999367
2,0.025,2,0.4,0.013557841940041034,0.005423136776016414,0.19999999999999996,0.04957493706520091,0.04957493706520091,9.154272278050565,0.20861350133400816,0.42241819391368424,False,True,0.00017072250938171882,True,206.96532259999367
2,0.025,3,0.4,0.01577827232613264,0.0063113089304530565,0.19999999999999996,0.05179575852471288,0.05179575852471288,10.478422873860021,0.33707750516022195,0.5287558640375037,False,False,0.00018516399926622946,True,206.96532259999367
2,0.025,4,0.4,0.01711778839292689,0.0068471153571707565,0.19999999999999996,0.05772072903156474,0.05772072903156474,3.164465097964196,0.21665379303725496,1.1574973701810358,False,True,0.00015318043477157418,True,206.96532259999367
2,0.025,5,0.4,0.01966708326983966,0.007866833307935864,0.19999999999999996,0.10081269539302505,0.10081269539302505,8.67577873438491,0.45365329400163784,1.3633545421570312,False,False,0.0002456015053676547,True,206.96532259999367
2,0.025,0,0.49,0.0037291263170230325,0.0018272718953412858,0.020000000000000018,0.04643831266999113,0.04643831266999113,19.109762795486674,0.017744715296089845,0.5790736005254834,False,True,0.00015651686510935876,True,206.96532259999367
2,0.025,1,0.49,0.010136125751419195,0.004966701618195406,0.020000000000000018,0.048746727034344364,0.048746727034344364,3.7175826121475577,0.011841762829329023,0.7681223408694595,False,True,0.00013434636772422835,True,206.96532259999367
