stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.5396598025193344,1.9572306997889357,1.0,0.43483102635014204,0.20412414523193154,0.23114152019766865,0.2484375,0.10625,0.1375,0.135546875,0.088671875,0.0453125,0.03359375,0.0234375,0.017578125,0.013671875,0.15,0.06701964533929555,0.10371651432905213,0.6143934708331279,,,,,,1
terminal,,,True,1.18198906941964,0.874669071023697,0.4468911463109687,0.2162559950922096,0.20412414523193154,0.04026867251598043,0.113671875,0.100390625,0.1078125,0.087890625,0.08203125,0.079296875,0.091796875,0.118359375,0.125390625,0.0609375,0.032421875,0.00015850160734535065,0.01033827476429658,0.9259756748126693,,,,,,1
vertex,306,0,,,,,,,,,,,,,,,,,,,,,,1.052524010e-03,1.633336302e-03,1.074755244e-03,1.667835355e-03,2.763722562e-06,1
vertex,306,1,,,,,,,,,,,,,,,,,,,,,,1.493346218e-03,1.633336302e-03,1.524888423e-03,1.667835355e-03,3.073581154e-06,1
vertex,306,2,,,,,,,,,,,,,,,,,,,,,,3.049170533e-03,1.633336302e-03,3.113574595e-03,1.667835355e-03,9.918294405e-06,1
vertex,306,3,,,,,,,,,,,,,,,,,,,,,,2.573167013e-04,1.633336302e-03,2.627517011e-04,1.667835355e-03,9.747169062e-07,1
vertex,306,4,,,,,,,,,,,,,,,,,,,,,,7.983701151e-04,1.633336302e-03,8.152331532e-04,1.667835355e-03,2.337681344e-06,1
vertex,67,0,,,,,,,,,,,,,,,,,,,,,,1.186857278e-03,1.356574057e-03,1.211925876e-03,1.385227384e-03,3.009223334e-06,1
vertex,67,1,,,,,,,,,,,,,,,,,,,,,,1.886076653e-03,1.356574057e-03,1.925914045e-03,1.385227384e-03,3.345213715e-06,1
vertex,67,2,,,,,,,,,,,,,,,,,,,,,,1.307305665e-03,1.356574057e-03,1.334918353e-03,1.385227384e-03,3.573390168e-06,1
vertex,67,3,,,,,,,,,,,,,,,,,,,,,,1.090487825e-03,1.356574057e-03,1.113520923e-03,1.385227384e-03,2.749539474e-06,1
vertex,67,4,,,,,,,,,,,,,,,,,,,,,,1.156433620e-03,1.356574057e-03,1.180859614e-03,1.385227384e-03,2.950036469e-06,1
vertex,198,0,,,,,,,,,,,,,,,,,,,,,,8.441743446e-04,1.665536397e-03,8.620048519e-04,1.700715574e-03,2.259219396e-06,1
vertex,198,1,,,,,,,,,,,,,,,,,,,,,,1.153015651e-03,1.665536397e-03,1.177369452e-03,1.700715574e-03,2.753109582e-06,1
vertex,198,2,,,,,,,,,,,,,,,,,,,,,,4.749939950e-04,1.665536397e-03,4.850267376e-04,1.700715574e-03,1.992693556e-06,1
vertex,198,3,,,,,,,,,,,,,,,,,,,,,,3.976246424e-04,1.665536397e-03,4.060232027e-04,1.700715574e-03,1.538826763e-06,1
vertex,198,4,,,,,,,,,,,,,,,,,,,,,,3.382936208e-03,1.665536397e-03,3.454390012e-03,1.700715574e-03,1.483482258e-05,1
vertex,256,0,,,,,,,,,,,,,,,,,,,,,,1.646014415e-03,1.211903513e-03,1.680781253e-03,1.237501133e-03,3.252185243e-06,1
vertex,256,1,,,,,,,,,,,,,,,,,,,,,,1.047227240e-03,1.211903513e-03,1.069346596e-03,1.237501133e-03,4.307703278e-06,1
vertex,256,2,,,,,,,,,,,,,,,,,,,,,,1.044290789e-03,1.211903513e-03,1.066348122e-03,1.237501133e-03,3.076599872e-06,1
vertex,256,3,,,,,,,,,,,,,,,,,,,,,,1.384086162e-03,1.211903513e-03,1.413320595e-03,1.237501133e-03,3.871018245e-06,1
vertex,256,4,,,,,,,,,,,,,,,,,,,,,,7.288789457e-04,1.211903513e-03,7.442742031e-04,1.237501133e-03,2.297551251e-06,1
