seed,particles_per_source,source_count,condition,run_directory,target,target_source_id,method,lambda_fit_frame,parent_source_ids,lambda,lambda_fit_rmse,initial_candidate_rmse,reference_terminal_rmse,cross_frame_rmse,generation_terminal_rmse,direct_relative_distance,generated_relative_distance,direct_point_distance,generated_point_distance,direct_set_rmse,generated_set_rmse,efs_direct_ratio,nearest_parent_relative_distance,nearest_parent_point_distance,nearest_parent_rmse,efs_parent_ratio,direct_aligned_rmse,generated_aligned_rmse,direct_relation_rmse,generated_relation_rmse,terminal_gap,max_replay_residual,generated_nearest_memory_rmse,memory_distance_ratio
42,4,512,seed42_p04,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\001_20260720T111809_739219Z_seed42-43-44\conditions\seed42_p04\runs\001_20260720T124142_226845Z_seed42,0,259,per_particle_du,du,364;294;255;3,0.123212082;0.236116010;0.640671908;0.000000000|0.427626009;0.572373991;0.000000000;0.000000000|0.523645073;0.476354927;0.000000000;0.000000000|0.098819142;0.000000000;0.000000000;0.901180858,5.324048960e-01,3.737978022e-01,5.324048960e-01,3.737978022e-01,5.271693648e-01,3.494878759e-01,3.801493284e-01,nan,nan,3.737978022e-01,4.080687693e-01,1.087732521e+00,4.326258656e-01,nan,4.669329273e-01,8.787022660e-01,3.737978022e-01,4.080687693e-01,7.397537731e-01,8.541695542e-01,5.271693648e-01,8.258186159e-06,2.956820921e-01,6.332431807e-01
42,5,512,seed42_p05,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\001_20260720T111809_739219Z_seed42-43-44\conditions\seed42_p05\runs\001_20260720T125421_891289Z_seed42,0,259,shared_d1,d1,285;411;218;455,0.586293229;0.413706771;0.000000000;0.000000000,4.505714456e-01,4.505714456e-01,7.693950977e-01,7.693950977e-01,7.663187261e-01,4.688352336e-01,4.805142842e-01,nan,nan,4.505714456e-01,4.662484355e-01,1.024910778e+00,5.256755015e-01,nan,5.033219880e-01,9.140891726e-01,4.505714456e-01,4.662484355e-01,2.612538800e-01,4.008675605e-01,7.663187261e-01,8.211382393e-06,3.256102851e-01,6.469224331e-01
42,5,512,seed42_p05,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\001_20260720T111809_739219Z_seed42-43-44\conditions\seed42_p05\runs\001_20260720T125421_891289Z_seed42,0,259,shared_du,du,285;411;218;455,0.331778271;0.400843175;0.221607806;0.045770748,7.280036836e-01,4.653641429e-01,7.280036836e-01,4.653641429e-01,7.253817480e-01,4.844325678e-01,4.721063571e-01,nan,nan,4.653641429e-01,4.593098446e-01,9.745553632e-01,5.256755015e-01,nan,5.033219880e-01,8.980946531e-01,4.653641429e-01,4.593098446e-01,3.108257222e-01,4.411714023e-01,7.253817480e-01,8.551230630e-06,2.857671279e-01,5.677620583e-01
42,5,512,seed42_p05,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\001_20260720T111809_739219Z_seed42-43-44\conditions\seed42_p05\runs\001_20260720T125421_891289Z_seed42,0,259,per_particle_d1,d1,285;411;218;455,0.208128622;0.791871378;0.000000000;0.000000000|0.000000000;0.322403567;0.677596433;0.000000000|0.000000000;0.328281430;0.000000000;0.671718570|0.394385230;0.605614770;0.000000000;0.000000000|0.000000000;0.185033740;0.814966260;0.000000000,4.154551354e-01,4.154551354e-01,5.662602942e-01,5.662602942e-01,5.614779033e-01,4.310022470e-01,4.468852517e-01,nan,nan,4.154551354e-01,4.363626745e-01,1.036851327e+00,5.256755015e-01,nan,5.033219880e-01,8.501161848e-01,4.154551354e-01,4.363626745e-01,3.897762205e-01,4.432527032e-01,5.614779033e-01,9.156004188e-06,2.725955854e-01,5.415928410e-01
42,5,512,seed42_p05,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\001_20260720T111809_739219Z_seed42-43-44\conditions\seed42_p05\runs\001_20260720T125421_891289Z_seed42,0,259,per_particle_du,du,285;411;218;455,0.000000000;0.701431308;0.298568692;0.000000000|0.457930109;0.000000000;0.542069891;0.000000000|0.000000000;0.006271145;0.223535939;0.770192916|0.000000000;1.000000000;0.000000000;0.000000000|0.000000000;0.421378149;0.578621851;0.000000000,4.665072344e-01,4.545261763e-01,4.665072344e-01,4.545261763e-01,4.619188018e-01,4.716214654e-01,4.490475561e-01,nan,nan,4.545261763e-01,4.346085928e-01,9.521355346e-01,5.256755015e-01,nan,5.033219880e-01,8.542295671e-01,4.545261763e-01,4.346085928e-01,3.570032875e-01,5.101859868e-01,4.619188018e-01,8.662163847e-06,2.793219810e-01,5.549568421e-01
42,6,512,seed42_p06,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\001_20260720T111809_739219Z_seed42-43-44\conditions\seed42_p06\runs\001_20260720T131302_676110Z_seed42,0,259,shared_d1,d1,228;422;424;44,0.246664619;0.428935507;0.211916414;0.112483459,3.744101656e-01,3.744101656e-01,6.807309770e-01,6.807309770e-01,6.799259366e-01,4.314892241e-01,5.684318361e-01,nan,nan,3.744101656e-01,4.947777411e-01,1.317372032e+00,5.874387904e-01,nan,5.093952509e-01,9.676443663e-01,3.744101656e-01,4.947777411e-01,5.008252798e-01,8.030810964e-01,6.799259366e-01,8.396805318e-06,2.315646475e-01,4.545873702e-01
42,6,512,seed42_p06,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\001_20260720T111809_739219Z_seed42-43-44\conditions\seed42_p06\runs\001_20260720T131302_676110Z_seed42,0,259,shared_du,du,228;422;424;44,0.465771773;0.262344589;0.139914596;0.131969042,6.543738927e-01,3.951625530e-01,6.543738927e-01,3.951625530e-01,6.537849142e-01,4.569215277e-01,5.384431224e-01,nan,nan,3.951625530e-01,4.659857528e-01,1.178414869e+00,5.874387904e-01,nan,5.093952509e-01,9.165944285e-01,3.951625530e-01,4.659857528e-01,6.267616209e-01,7.953925392e-01,6.537849142e-01,1.052346025e-05,2.076740786e-01,4.076875044e-01
42,6,512,seed42_p06,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\001_20260720T111809_739219Z_seed42-43-44\conditions\seed42_p06\runs\001_20260720T131302_676110Z_seed42,0,259,per_particle_d1,d1,228;422;424;44,0.489324145;0.251102983;0.109588386;0.149984486|0.202413093;0.243118423;0.000000000;0.554468484|0.498187536;0.501812464;0.000000000;0.000000000|0.000000000;0.000000000;1.000000000;0.000000000|0.263898190;0.523093736;0.213008074;0.000000000|0.124032641;0.000000000;0.875967359;0.000000000,2.605078423e-01,2.605078423e-01,4.500031991e-01,4.500031991e-01,4.488109051e-01,3.061640076e-01,3.672028009e-01,nan,nan,2.605078423e-01,3.167641752e-01,1.199366326e+00,5.874387904e-01,nan,5.093952509e-01,6.250911702e-01,2.605078423e-01,3.167641752e-01,3.538702849e-01,4.850793823e-01,4.488109051e-01,6.286801544e-06,3.559169864e-01,6.987049561e-01
42,6,512,seed42_p06,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\001_20260720T111809_739219Z_seed42-43-44\conditions\seed42_p06\runs\001_20260720T131302_676110Z_seed42,0,259,per_particle_du,du,228;422;424;44,0.000000000;0.303953593;0.218481311;0.477565097|0.131760675;0.000000000;0.011580979;0.856658347|0.728840345;0.271159655;0.000000000;0.000000000|0.000000000;0.049541478;0.950458522;0.000000000|0.483501037;0.516498963;0.000000000;0.000000000|0.000000000;0.000000000;1.000000000;0.000000000,4.097116465e-01,2.773291162e-01,4.097116465e-01,2.773291162e-01,4.082287550e-01,3.272526958e-01,4.230663366e-01,nan,nan,2.773291162e-01,3.625634945e-01,1.292781823e+00,5.874387904e-01,nan,5.093952509e-01,7.201879472e-01,2.773291162e-01,3.625634945e-01,3.927359609e-01,6.674138108e-01,4.082287550e-01,1.455422285e-05,3.199836811e-01,6.281638483e-01
42,7,512,seed42_p07,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\001_20260720T111809_739219Z_seed42-43-44\conditions\seed42_p07\runs\001_20260720T133929_835903Z_seed42,0,259,shared_d1,d1,69;199;270;403,0.367542536;0.394835722;0.230690140;0.006931603,4.334603959e-01,4.334603959e-01,7.154146841e-01,7.154146841e-01,7.076374953e-01,4.436431646e-01,5.333791335e-01,nan,nan,4.334603959e-01,5.146321990e-01,1.202270600e+00,5.697936811e-01,nan,5.506660812e-01,9.360916963e-01,4.334603959e-01,5.146321990e-01,5.472084524e-01,5.168806905e-01,7.076374953e-01,1.302374606e-05,3.362532990e-01,6.106301268e-01
42,7,512,seed42_p07,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\001_20260720T111809_739219Z_seed42-43-44\conditions\seed42_p07\runs\001_20260720T133929_835903Z_seed42,0,259,shared_du,du,69;199;270;403,0.191340591;0.443052651;0.296236053;0.069370705,7.051281070e-01,4.424569296e-01,7.051281070e-01,4.424569296e-01,6.957941225e-01,4.528532715e-01,5.418846729e-01,nan,nan,4.424569296e-01,5.284537795e-01,1.196600990e+00,5.697936811e-01,nan,5.506660812e-01,9.510190985e-01,4.424569296e-01,5.284537795e-01,6.770519092e-01,8.185437335e-01,6.957941225e-01,1.302374606e-05,1.713529408e-01,3.111739521e-01
42,7,512,seed42_p07,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\001_20260720T111809_739219Z_seed42-43-44\conditions\seed42_p07\runs\001_20260720T133929_835903Z_seed42,0,259,per_particle_d1,d1,69;199;270;403,0.000000000;0.942089036;0.057910964;0.000000000|0.034108811;0.000000000;0.965891189;0.000000000|0.661799161;0.338200839;0.000000000;0.000000000|0.230011001;0.259471511;0.000000000;0.510517488|0.000000000;0.444287943;0.000000000;0.555712057|0.773778203;0.083401991;0.142819807;0.000000000|0.015674036;0.968319314;0.016006650;0.000000000,3.213783775e-01,3.213783775e-01,4.696469588e-01,4.696469588e-01,4.532203692e-01,3.237313230e-01,3.489625558e-01,nan,nan,3.213783775e-01,3.424819174e-01,1.077938806e+00,5.697936811e-01,nan,5.506660812e-01,6.124366895e-01,3.213783775e-01,3.424819174e-01,2.862993314e-01,1.783494385e-01,4.532203692e-01,1.274520455e-05,4.090030489e-01,7.427424039e-01
42,7,512,seed42_p07,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\001_20260720T111809_739219Z_seed42-43-44\conditions\seed42_p07\runs\001_20260720T133929_835903Z_seed42,0,259,per_particle_du,du,69;199;270;403,0.000000000;0.850987369;0.149012631;0.000000000|0.000000000;0.000000000;1.000000000;0.000000000|0.676904533;0.323095467;0.000000000;0.000000000|0.184818942;0.252961356;0.000000000;0.562219702|0.000000000;0.386324761;0.000000000;0.613675239|0.505964868;0.052542058;0.441493074;0.000000000|0.000000000;0.937087147;0.062912853;0.000000000,4.660954402e-01,3.258407920e-01,4.660954402e-01,3.258407920e-01,4.502461039e-01,3.297414526e-01,3.699387527e-01,nan,nan,3.258407920e-01,3.623449335e-01,1.121905510e+00,5.697936811e-01,nan,5.506660812e-01,6.492503602e-01,3.258407920e-01,3.623449335e-01,3.488437974e-01,2.702755492e-01,4.502461039e-01,1.274520455e-05,4.180506680e-01,7.591727224e-01
42,8,512,seed42_p08,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\001_20260720T111809_739219Z_seed42-43-44\conditions\seed42_p08\runs\001_20260720T141530_160157Z_seed42,0,259,shared_d1,d1,104;349;57;89,0.334125289;0.209024768;0.250821444;0.206028499,5.573755326e-01,5.573755326e-01,5.222078049e-01,5.222078049e-01,5.206892772e-01,5.640011041e-01,6.514355409e-01,nan,nan,5.573755326e-01,6.415162176e-01,1.155025294e+00,6.576587087e-01,nan,6.487728790e-01,9.905373902e-01,5.573755326e-01,6.415162176e-01,1.200057468e+00,1.434965680e+00,5.206892772e-01,8.575204825e-06,3.289232022e-01,5.069928365e-01
