stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.4542201466358553,1.898311801792341,1.0,0.38100027517278134,0.20412414523193154,0.28108695180258114,0.23470052083333334,0.232421875,0.10774739583333333,0.07063802083333333,0.0419921875,0.052408854166666664,0.0439453125,0.033854166666666664,0.017252604166666668,0.0126953125,0.15234375,0.08709159859692511,0.2653075989069048,0.20253348039127328,,,,,,1
terminal,,,True,1.1836735920069206,0.8761194299325037,0.4615255666141318,0.21714265572889788,0.20412414523193154,0.041590723485935066,0.1123046875,0.10514322916666667,0.103515625,0.0927734375,0.0888671875,0.07747395833333333,0.08756510416666667,0.11328125,0.11165364583333333,0.06673177083333333,0.040690104166666664,0.00031739309349012126,0.025279289470638545,0.811188816312607,,,,,,1
vertex,278,0,,,,,,,,,,,,,,,,,,,,,,6.993232498e-04,1.762437295e-03,7.365946193e-04,1.856368752e-03,2.098412323e-06,1
vertex,278,1,,,,,,,,,,,,,,,,,,,,,,7.527594476e-04,1.762437295e-03,7.928787709e-04,1.856368752e-03,2.304999635e-06,1
vertex,278,2,,,,,,,,,,,,,,,,,,,,,,1.350545235e-03,1.762437295e-03,1.422524353e-03,1.856368752e-03,3.274079336e-06,1
vertex,278,3,,,,,,,,,,,,,,,,,,,,,,1.781165240e-03,1.762437295e-03,1.876094827e-03,1.856368752e-03,6.556268446e-06,1
vertex,278,4,,,,,,,,,,,,,,,,,,,,,,1.380663081e-03,1.762437295e-03,1.454247370e-03,1.856368752e-03,3.124376842e-06,1
vertex,278,5,,,,,,,,,,,,,,,,,,,,,,3.267821743e-03,1.762437295e-03,3.441984681e-03,1.856368752e-03,1.057297007e-05,1
vertex,49,0,,,,,,,,,,,,,,,,,,,,,,1.380032919e-03,1.133024274e-03,1.453583622e-03,1.193410321e-03,5.191449442e-06,1
vertex,49,1,,,,,,,,,,,,,,,,,,,,,,9.545495792e-04,1.133024274e-03,1.005423578e-03,1.193410321e-03,2.615368713e-06,1
vertex,49,2,,,,,,,,,,,,,,,,,,,,,,7.176485032e-04,1.133024274e-03,7.558965417e-04,1.193410321e-03,2.193814452e-06,1
vertex,49,3,,,,,,,,,,,,,,,,,,,,,,1.734787716e-03,1.133024274e-03,1.827245551e-03,1.193410321e-03,3.382165754e-06,1
vertex,49,4,,,,,,,,,,,,,,,,,,,,,,9.131083359e-04,1.133024274e-03,9.617736680e-04,1.193410321e-03,3.403064303e-06,1
vertex,49,5,,,,,,,,,,,,,,,,,,,,,,7.270031988e-04,1.133024274e-03,7.657498083e-04,1.193410321e-03,2.282976439e-06,1
vertex,386,0,,,,,,,,,,,,,,,,,,,,,,2.239551620e-03,2.016619568e-03,2.358911524e-03,2.124098010e-03,3.569816232e-06,1
vertex,386,1,,,,,,,,,,,,,,,,,,,,,,2.077148449e-03,2.016619568e-03,2.187852859e-03,2.124098010e-03,6.537638618e-06,1
vertex,386,2,,,,,,,,,,,,,,,,,,,,,,2.417147620e-03,2.016619568e-03,2.545972740e-03,2.124098010e-03,8.839285071e-06,1
vertex,386,3,,,,,,,,,,,,,,,,,,,,,,1.018758243e-03,2.016619568e-03,1.073054329e-03,2.124098010e-03,3.843770168e-06,1
vertex,386,4,,,,,,,,,,,,,,,,,,,,,,2.686621948e-03,2.016619568e-03,2.829809064e-03,2.124098010e-03,8.391375210e-06,1
vertex,386,5,,,,,,,,,,,,,,,,,,,,,,9.858911162e-04,2.016619568e-03,1.038435504e-03,2.124098010e-03,3.600058636e-06,1
vertex,379,0,,,,,,,,,,,,,,,,,,,,,,1.212046663e-03,2.379524928e-03,1.276644314e-03,2.506344898e-03,2.992012672e-06,1
vertex,379,1,,,,,,,,,,,,,,,,,,,,,,7.325925078e-04,2.379524928e-03,7.716370070e-04,2.506344898e-03,2.053123579e-06,1
vertex,379,2,,,,,,,,,,,,,,,,,,,,,,5.899816918e-04,2.379524928e-03,6.214255565e-04,2.506344898e-03,2.853527855e-06,1
vertex,379,3,,,,,,,,,,,,,,,,,,,,,,4.821424341e-03,2.379524928e-03,5.078388611e-03,2.506344898e-03,1.254910979e-05,1
vertex,379,4,,,,,,,,,,,,,,,,,,,,,,1.765632055e-03,2.379524928e-03,1.859733780e-03,2.506344898e-03,5.829424523e-06,1
vertex,379,5,,,,,,,,,,,,,,,,,,,,,,2.292469583e-03,2.379524928e-03,2.414649821e-03,2.506344898e-03,7.992347440e-06,1
