stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
vertex,340,3,,,,,,,,,,,,,,,,,,,,,,1.420112992e-03,1.831583256e-03,1.475696827e-03,1.903272215e-03,2.991469025e-06,1
vertex,340,4,,,,,,,,,,,,,,,,,,,,,,1.144613926e-03,1.831583256e-03,1.189414609e-03,1.903272215e-03,2.830279856e-06,1
vertex,340,5,,,,,,,,,,,,,,,,,,,,,,8.366356993e-04,1.831583256e-03,8.693819811e-04,1.903272215e-03,2.563792455e-06,1
vertex,340,6,,,,,,,,,,,,,,,,,,,,,,2.981340433e-03,1.831583256e-03,3.098031382e-03,1.903272215e-03,1.423404287e-05,1
vertex,340,7,,,,,,,,,,,,,,,,,,,,,,1.899333887e-03,1.831583256e-03,1.973674634e-03,1.903272215e-03,3.601454966e-06,1
vertex,340,8,,,,,,,,,,,,,,,,,,,,,,9.492886974e-04,1.831583256e-03,9.864442661e-04,1.903272215e-03,2.876125179e-06,1
vertex,340,9,,,,,,,,,,,,,,,,,,,,,,7.520130992e-04,1.831583256e-03,7.814472161e-04,1.903272215e-03,2.242740646e-06,1
vertex,62,0,,,,,,,,,,,,,,,,,,,,,,1.606136944e-03,1.509323303e-03,1.669001836e-03,1.568398867e-03,3.929958930e-06,1
vertex,62,1,,,,,,,,,,,,,,,,,,,,,,6.778048043e-04,1.509323303e-03,7.043343764e-04,1.568398867e-03,2.176097494e-06,1
vertex,62,2,,,,,,,,,,,,,,,,,,,,,,1.610295837e-03,1.509323303e-03,1.673323510e-03,1.568398867e-03,3.446080922e-06,1
vertex,62,3,,,,,,,,,,,,,,,,,,,,,,1.418312652e-03,1.509323303e-03,1.473826020e-03,1.568398867e-03,3.223897085e-06,1
vertex,62,4,,,,,,,,,,,,,,,,,,,,,,1.021019382e-03,1.509323303e-03,1.060982521e-03,1.568398867e-03,4.663660382e-06,1
vertex,62,5,,,,,,,,,,,,,,,,,,,,,,8.505163451e-04,1.509323303e-03,8.838059214e-04,1.568398867e-03,2.629751734e-06,1
vertex,62,6,,,,,,,,,,,,,,,,,,,,,,1.223323599e-03,1.509323303e-03,1.271205012e-03,1.568398867e-03,2.982479952e-06,1
vertex,62,7,,,,,,,,,,,,,,,,,,,,,,2.388904402e-03,1.509323303e-03,2.482407150e-03,1.568398867e-03,8.799194718e-06,1
vertex,62,8,,,,,,,,,,,,,,,,,,,,,,4.614069541e-04,1.509323303e-03,4.794666211e-04,1.568398867e-03,1.639712359e-06,1
vertex,62,9,,,,,,,,,,,,,,,,,,,,,,2.440219200e-03,1.509323303e-03,2.535730431e-03,1.568398867e-03,9.519758296e-06,1
vertex,419,0,,,,,,,,,,,,,,,,,,,,,,7.733399718e-04,1.624243340e-03,8.036088316e-04,1.687816924e-03,2.484047324e-06,1
vertex,419,1,,,,,,,,,,,,,,,,,,,,,,2.114631970e-03,1.624243340e-03,2.197399577e-03,1.687816924e-03,1.108329532e-05,1
vertex,419,2,,,,,,,,,,,,,,,,,,,,,,1.320524082e-03,1.624243340e-03,1.372209963e-03,1.687816924e-03,3.224472347e-06,1
vertex,419,3,,,,,,,,,,,,,,,,,,,,,,8.774998976e-04,1.624243340e-03,9.118456218e-04,1.687816924e-03,3.495416839e-06,1
vertex,419,4,,,,,,,,,,,,,,,,,,,,,,8.939836838e-04,1.624243340e-03,9.289745905e-04,1.687816924e-03,2.572720071e-06,1
vertex,419,5,,,,,,,,,,,,,,,,,,,,,,3.099402888e-03,1.624243340e-03,3.220714853e-03,1.687816924e-03,1.253649220e-05,1
vertex,419,6,,,,,,,,,,,,,,,,,,,,,,1.152878412e-03,1.624243340e-03,1.198002570e-03,1.687816924e-03,3.579259147e-06,1
vertex,419,7,,,,,,,,,,,,,,,,,,,,,,2.303678061e-03,1.624243340e-03,2.393845014e-03,1.687816924e-03,9.532027429e-06,1
vertex,419,8,,,,,,,,,,,,,,,,,,,,,,9.849755964e-04,1.624243340e-03,1.023527966e-03,1.687816924e-03,2.575861841e-06,1
vertex,419,9,,,,,,,,,,,,,,,,,,,,,,8.867964918e-04,1.624243340e-03,9.215060887e-04,1.687816924e-03,3.443508812e-06,1
