stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.444748626899948,1.8872860204149238,1.0,0.370410439388357,0.20412414523193154,0.2766742526879546,0.2092013888888889,0.2458767361111111,0.1193576388888889,0.07118055555555555,0.050130208333333336,0.047309027777777776,0.03884548611111111,0.033637152777777776,0.014756944444444444,0.018012152777777776,0.15169270833333334,0.08124214554877465,0.26161704950760595,0.20638912448104862,,,,,,1
terminal,,,True,1.1863063987976064,0.8782078185241182,0.4653284181753449,0.21820947499205653,0.20412414523193154,0.04361140416746023,0.11393229166666667,0.10698784722222222,0.09895833333333333,0.0974392361111111,0.0900607638888889,0.0744357638888889,0.07877604166666667,0.109375,0.1150173611111111,0.07313368055555555,0.04188368055555555,0.0003364995674683439,0.024139368138493558,0.8206189377957643,,,,,,1
vertex,278,0,,,,,,,,,,,,,,,,,,,,,,1.061350097e-03,1.559063616e-03,1.124371006e-03,1.651637787e-03,3.190479806e-06,1
vertex,278,1,,,,,,,,,,,,,,,,,,,,,,6.782051219e-04,1.559063616e-03,7.184756255e-04,1.651637787e-03,2.353981857e-06,1
vertex,278,2,,,,,,,,,,,,,,,,,,,,,,1.137085853e-03,1.559063616e-03,1.204603804e-03,1.651637787e-03,3.625668899e-06,1
vertex,278,3,,,,,,,,,,,,,,,,,,,,,,9.673649437e-04,1.559063616e-03,1.024805196e-03,1.651637787e-03,2.753403059e-06,1
vertex,278,4,,,,,,,,,,,,,,,,,,,,,,3.063796627e-03,1.559063616e-03,3.245718924e-03,1.651637787e-03,9.066438442e-06,1
vertex,278,5,,,,,,,,,,,,,,,,,,,,,,1.125133860e-03,1.559063616e-03,1.191942125e-03,1.651637787e-03,3.193237978e-06,1
vertex,278,6,,,,,,,,,,,,,,,,,,,,,,1.232600350e-03,1.559063616e-03,1.305789766e-03,1.651637787e-03,4.705568004e-06,1
vertex,278,7,,,,,,,,,,,,,,,,,,,,,,1.121251280e-03,1.559063616e-03,1.187829004e-03,1.651637787e-03,2.825636512e-06,1
vertex,278,8,,,,,,,,,,,,,,,,,,,,,,2.152125647e-03,1.559063616e-03,2.279914690e-03,1.651637787e-03,6.522124082e-06,1
vertex,49,0,,,,,,,,,,,,,,,,,,,,,,1.040998193e-03,1.799759473e-03,1.102810645e-03,1.906625697e-03,3.590818244e-06,1
vertex,49,1,,,,,,,,,,,,,,,,,,,,,,7.827064587e-04,1.799759473e-03,8.291820490e-04,1.906625697e-03,2.541961468e-06,1
vertex,49,2,,,,,,,,,,,,,,,,,,,,,,1.051405028e-03,1.799759473e-03,1.113835417e-03,1.906625697e-03,3.089536140e-06,1
vertex,49,3,,,,,,,,,,,,,,,,,,,,,,3.133751879e-03,1.799759473e-03,3.319827983e-03,1.906625697e-03,1.017875734e-05,1
vertex,49,4,,,,,,,,,,,,,,,,,,,,,,1.055619422e-03,1.799759473e-03,1.118300054e-03,1.906625697e-03,2.981604702e-06,1
vertex,49,5,,,,,,,,,,,,,,,,,,,,,,9.409674219e-04,1.799759473e-03,9.968402409e-04,1.906625697e-03,3.207048781e-06,1
vertex,49,6,,,,,,,,,,,,,,,,,,,,,,3.008699537e-03,1.799759473e-03,3.187350276e-03,1.906625697e-03,1.167515215e-05,1
vertex,49,7,,,,,,,,,,,,,,,,,,,,,,2.181404520e-03,1.799759473e-03,2.310932086e-03,1.906625697e-03,8.036335221e-06,1
vertex,49,8,,,,,,,,,,,,,,,,,,,,,,8.482315738e-04,1.799759473e-03,8.985979182e-04,1.906625697e-03,2.418917699e-06,1
vertex,386,0,,,,,,,,,,,,,,,,,,,,,,1.035757055e-03,1.952512762e-03,1.097258298e-03,2.068449180e-03,2.746923202e-06,1
vertex,386,1,,,,,,,,,,,,,,,,,,,,,,2.914605923e-03,1.952512762e-03,3.087669565e-03,2.068449180e-03,1.134878493e-05,1
vertex,386,2,,,,,,,,,,,,,,,,,,,,,,2.173024781e-03,1.952512762e-03,2.302054774e-03,2.068449180e-03,3.640922324e-06,1
vertex,386,3,,,,,,,,,,,,,,,,,,,,,,8.167380488e-04,1.952512762e-03,8.652343688e-04,2.068449180e-03,2.232821427e-06,1
vertex,386,4,,,,,,,,,,,,,,,,,,,,,,7.186479928e-04,1.952512762e-03,7.613199157e-04,2.068449180e-03,2.180439338e-06,1
vertex,386,5,,,,,,,,,,,,,,,,,,,,,,3.174364474e-03,1.952512762e-03,3.362852075e-03,2.068449180e-03,9.444235953e-06,1
vertex,386,6,,,,,,,,,,,,,,,,,,,,,,1.173694544e-03,1.952512762e-03,1.243386248e-03,2.068449180e-03,3.040039194e-06,1
vertex,386,7,,,,,,,,,,,,,,,,,,,,,,2.217706644e-03,1.952512762e-03,2.349389760e-03,2.068449180e-03,3.718850225e-06,1
vertex,386,8,,,,,,,,,,,,,,,,,,,,,,1.570066971e-03,1.952512762e-03,1.663294500e-03,2.068449180e-03,3.346946000e-06,1
vertex,379,0,,,,,,,,,,,,,,,,,,,,,,2.422640727e-03,1.554353748e-03,2.566492431e-03,1.646648256e-03,7.980940946e-06,1
vertex,379,1,,,,,,,,,,,,,,,,,,,,,,5.456383623e-04,1.554353748e-03,5.780373091e-04,1.646648256e-03,2.169604926e-06,1
vertex,379,2,,,,,,,,,,,,,,,,,,,,,,1.002375356e-03,1.554353748e-03,1.061894459e-03,1.646648256e-03,2.681223350e-06,1
vertex,379,3,,,,,,,,,,,,,,,,,,,,,,7.312332249e-04,1.554353748e-03,7.746524344e-04,1.646648256e-03,2.547075076e-06,1
vertex,379,4,,,,,,,,,,,,,,,,,,,,,,2.313860133e-03,1.554353748e-03,2.451252657e-03,1.646648256e-03,3.714453726e-06,1
vertex,379,5,,,,,,,,,,,,,,,,,,,,,,1.763447979e-03,1.554353748e-03,1.868158097e-03,1.646648256e-03,3.435661205e-06,1
vertex,379,6,,,,,,,,,,,,,,,,,,,,,,1.382870101e-03,1.554353748e-03,1.464982243e-03,1.646648256e-03,3.253754807e-06,1
vertex,379,7,,,,,,,,,,,,,,,,,,,,,,1.749588084e-03,1.554353748e-03,1.853475228e-03,1.646648256e-03,3.455756727e-06,1
vertex,379,8,,,,,,,,,,,,,,,,,,,,,,7.750398615e-04,1.554353748e-03,8.210602241e-04,1.646648256e-03,2.720751371e-06,1
