seed,particles_per_source,source_count,condition,run_directory,target,target_source_id,method,lambda_fit_frame,parent_source_ids,lambda,lambda_fit_rmse,initial_candidate_rmse,reference_terminal_rmse,cross_frame_rmse,generation_terminal_rmse,direct_relative_distance,generated_relative_distance,direct_point_distance,generated_point_distance,direct_set_rmse,generated_set_rmse,efs_direct_ratio,nearest_parent_relative_distance,nearest_parent_point_distance,nearest_parent_rmse,efs_parent_ratio,direct_aligned_rmse,generated_aligned_rmse,direct_relation_rmse,generated_relation_rmse,terminal_gap,max_replay_residual,generated_nearest_memory_rmse,memory_distance_ratio
42,1,32,seed42_p01,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\smoke_checks\sweep\001_20260720T111217_247669Z_seed42\conditions\seed42_p01\runs\001_20260720T111218_052322Z_seed42,0,16,shared_d1,d1,7;13;22;3,0.749275358;0.000000000;0.250724642;0.000000000,8.657845177e-01,8.657845177e-01,6.960398658e-01,6.960398658e-01,6.139380117e-01,8.736748674e-01,8.710646268e-01,1.551182443e+00,1.546548042e+00,8.657845177e-01,8.847193944e-01,9.970123433e-01,8.706944356e-01,1.545890780e+00,8.843835118e-01,1.000425168e+00,8.657845177e-01,8.847193944e-01,0.000000000e+00,0.000000000e+00,6.139380117e-01,4.295190288e-03,7.753740291e-04,8.767395805e-04
42,1,32,seed42_p01,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\smoke_checks\sweep\001_20260720T111217_247669Z_seed42\conditions\seed42_p01\runs\001_20260720T111218_052322Z_seed42,0,16,shared_du,du,7;13;22;3,0.435721460;0.000000000;0.564278540;0.000000000,5.033569695e-01,8.947024188e-01,5.033569695e-01,8.947024188e-01,4.281421805e-01,9.231212428e-01,1.061592757e+00,1.638972938e+00,1.884824788e+00,8.947024188e-01,1.019741760e+00,1.150003605e+00,8.706944356e-01,1.545890780e+00,8.843835118e-01,1.219248354e+00,8.947024188e-01,1.019741760e+00,0.000000000e+00,0.000000000e+00,4.281421805e-01,2.659259179e-03,9.867855662e-04,1.115789194e-03
42,1,32,seed42_p01,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\smoke_checks\sweep\001_20260720T111217_247669Z_seed42\conditions\seed42_p01\runs\001_20260720T111218_052322Z_seed42,0,16,per_particle_d1,d1,7;13;22;3,0.749275358;0.000000000;0.250724642;0.000000000,8.657845177e-01,8.657845177e-01,6.960398658e-01,6.960398658e-01,6.139380117e-01,8.736748674e-01,8.710646268e-01,1.551182443e+00,1.546548042e+00,8.657845177e-01,8.847193944e-01,9.970123433e-01,8.706944356e-01,1.545890780e+00,8.843835118e-01,1.000425168e+00,8.657845177e-01,8.847193944e-01,0.000000000e+00,0.000000000e+00,6.139380117e-01,4.295190288e-03,7.753740291e-04,8.767395805e-04
42,1,32,seed42_p01,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\smoke_checks\sweep\001_20260720T111217_247669Z_seed42\conditions\seed42_p01\runs\001_20260720T111218_052322Z_seed42,0,16,per_particle_du,du,7;13;22;3,0.435721460;0.000000000;0.564278540;0.000000000,5.033569695e-01,8.947024188e-01,5.033569695e-01,8.947024188e-01,4.281421805e-01,9.231212428e-01,1.061592757e+00,1.638972938e+00,1.884824788e+00,8.947024188e-01,1.019741760e+00,1.150003605e+00,8.706944356e-01,1.545890780e+00,8.843835118e-01,1.219248354e+00,8.947024188e-01,1.019741760e+00,0.000000000e+00,0.000000000e+00,4.281421805e-01,2.659259179e-03,9.867855662e-04,1.115789194e-03
42,4,32,seed42_p04,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\smoke_checks\sweep\001_20260720T111217_247669Z_seed42\conditions\seed42_p04\runs\001_20260720T111310_430508Z_seed42,0,16,shared_d1,d1,26;13;19;29,0.522312796;0.000000000;0.215435552;0.262251652,6.302468029e-01,6.302468029e-01,8.582009672e-01,8.582009672e-01,8.583860314e-01,5.552258127e-01,6.679661000e-01,nan,nan,6.302468029e-01,7.711264311e-01,1.203053037e+00,6.095230802e-01,nan,7.103001055e-01,1.095883194e+00,6.302468029e-01,7.711264311e-01,9.862823314e-01,1.149380166e+00,8.583860314e-01,1.610325884e-04,2.922671666e-01,4.114699750e-01
42,4,32,seed42_p04,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\smoke_checks\sweep\001_20260720T111217_247669Z_seed42\conditions\seed42_p04\runs\001_20260720T111310_430508Z_seed42,0,16,shared_du,du,26;13;19;29,0.477525522;0.281807158;0.000000000;0.240667319,8.110484503e-01,6.562580208e-01,8.110484503e-01,6.562580208e-01,8.153919412e-01,5.754356411e-01,6.288203952e-01,nan,nan,6.562580208e-01,7.194986016e-01,1.092772763e+00,6.095230802e-01,nan,7.103001055e-01,1.031659695e+00,6.562580208e-01,7.194986016e-01,1.083902785e+00,1.329106058e+00,8.153919412e-01,2.033022394e-04,3.316464735e-01,4.669103538e-01
42,4,32,seed42_p04,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\smoke_checks\sweep\001_20260720T111217_247669Z_seed42\conditions\seed42_p04\runs\001_20260720T111310_430508Z_seed42,0,16,per_particle_d1,d1,26;13;19;29,0.640480158;0.309998636;0.000000000;0.049521206|0.000000000;0.121204825;0.000000000;0.878795175|0.000000000;1.000000000;0.000000000;0.000000000|0.516388592;0.000000000;0.217977041;0.265634366,5.473450039e-01,5.473450039e-01,7.149850390e-01,7.149850390e-01,7.128364799e-01,4.885083048e-01,5.831015977e-01,nan,nan,5.473450039e-01,6.677990781e-01,1.193637021e+00,6.095230802e-01,nan,7.103001055e-01,9.566522033e-01,5.473450039e-01,6.677990781e-01,9.299221259e-01,9.942617037e-01,7.128364799e-01,1.637232814e-04,3.511735156e-01,4.944016098e-01
42,4,32,seed42_p04,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\smoke_checks\sweep\001_20260720T111217_247669Z_seed42\conditions\seed42_p04\runs\001_20260720T111310_430508Z_seed42,0,16,per_particle_du,du,26;13;19;29,0.692141169;0.307858831;0.000000000;0.000000000|0.000000000;0.145254719;0.000000000;0.854745281|0.426413879;0.363637659;0.209948461;0.000000000|0.267038576;0.076072889;0.363667286;0.293221248,6.881363209e-01,5.807889742e-01,6.881363209e-01,5.807889742e-01,6.875764464e-01,5.216187857e-01,6.244677604e-01,nan,nan,5.807889742e-01,7.196908652e-01,1.197172681e+00,6.095230802e-01,nan,7.103001055e-01,1.024518645e+00,5.807889742e-01,7.196908652e-01,1.020775806e+00,1.018593519e+00,6.875764464e-01,1.648822779e-04,4.255080226e-01,5.990538637e-01
