stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.4657553546802653,1.9070595819865788,1.0,0.38290854230305055,0.20412414523193154,0.28084696267779324,0.238037109375,0.218505859375,0.116943359375,0.0712890625,0.0556640625,0.046875,0.044921875,0.029052734375,0.0185546875,0.016357421875,0.143798828125,0.0794497641144568,0.26126378478272766,0.20916401110285177,,,,,,1
terminal,,,True,1.1857081245296435,0.8777255966240983,0.460250746707019,0.21787505839790722,0.20412414523193154,0.042724609375,0.113525390625,0.103515625,0.105224609375,0.097412109375,0.082763671875,0.074951171875,0.087158203125,0.10693359375,0.11669921875,0.06884765625,0.04296875,0.0002724959683077549,0.024200123343489872,0.8176608355769988,,,,,,1
vertex,278,0,,,,,,,,,,,,,,,,,,,,,,4.335209818e-04,1.907914711e-03,4.545751675e-04,2.000573641e-03,2.309142562e-06,1
vertex,278,1,,,,,,,,,,,,,,,,,,,,,,8.575073124e-04,1.907914711e-03,8.991526281e-04,2.000573641e-03,2.907861239e-06,1
vertex,278,2,,,,,,,,,,,,,,,,,,,,,,2.101554703e-03,1.907914711e-03,2.203617866e-03,2.000573641e-03,7.511062971e-06,1
vertex,278,3,,,,,,,,,,,,,,,,,,,,,,2.418144217e-03,1.907914711e-03,2.535582725e-03,2.000573641e-03,8.964707038e-06,1
vertex,278,4,,,,,,,,,,,,,,,,,,,,,,2.327493369e-03,1.907914711e-03,2.440529369e-03,2.000573641e-03,3.715862703e-06,1
vertex,278,5,,,,,,,,,,,,,,,,,,,,,,9.754739592e-04,1.907914711e-03,1.022848390e-03,2.000573641e-03,3.087387432e-06,1
vertex,278,6,,,,,,,,,,,,,,,,,,,,,,1.671147992e-03,1.907914711e-03,1.752308216e-03,2.000573641e-03,5.979457253e-06,1
vertex,278,7,,,,,,,,,,,,,,,,,,,,,,2.961821239e-03,1.907914711e-03,3.105663722e-03,2.000573641e-03,1.151351626e-05,1
vertex,49,0,,,,,,,,,,,,,,,,,,,,,,8.826707788e-04,2.058819299e-03,9.255381722e-04,2.158806995e-03,2.672665808e-06,1
vertex,49,1,,,,,,,,,,,,,,,,,,,,,,9.289177341e-04,2.058819299e-03,9.740311364e-04,2.158806995e-03,2.436187027e-06,1
vertex,49,2,,,,,,,,,,,,,,,,,,,,,,1.068843679e-03,2.058819299e-03,1.120752662e-03,2.158806995e-03,2.876662076e-06,1
vertex,49,3,,,,,,,,,,,,,,,,,,,,,,9.976017572e-04,2.058819299e-03,1.046050837e-03,2.158806995e-03,3.155340375e-06,1
vertex,49,4,,,,,,,,,,,,,,,,,,,,,,5.542381150e-04,2.058819299e-03,5.811549948e-04,2.158806995e-03,2.404080408e-06,1
vertex,49,5,,,,,,,,,,,,,,,,,,,,,,7.618687947e-04,2.058819299e-03,7.988693730e-04,2.158806995e-03,2.857170994e-06,1
vertex,49,6,,,,,,,,,,,,,,,,,,,,,,1.355283673e-03,2.058819299e-03,1.421103772e-03,2.158806995e-03,3.142314440e-06,1
vertex,49,7,,,,,,,,,,,,,,,,,,,,,,5.235059268e-03,2.058819299e-03,5.489302810e-03,2.158806995e-03,2.053787427e-05,1
vertex,386,0,,,,,,,,,,,,,,,,,,,,,,8.858561469e-04,1.349291085e-03,9.288782394e-04,1.414820151e-03,2.407358902e-06,1
vertex,386,1,,,,,,,,,,,,,,,,,,,,,,6.056035621e-04,1.349291085e-03,6.350150332e-04,1.414820151e-03,2.193880744e-06,1
vertex,386,2,,,,,,,,,,,,,,,,,,,,,,1.244152876e-03,1.349291085e-03,1.304575847e-03,1.414820151e-03,3.077279366e-06,1
vertex,386,3,,,,,,,,,,,,,,,,,,,,,,8.185608786e-04,1.349291085e-03,8.583147393e-04,1.414820151e-03,2.231939214e-06,1
vertex,386,4,,,,,,,,,,,,,,,,,,,,,,8.095932388e-04,1.349291085e-03,8.489115812e-04,1.414820151e-03,2.366023651e-06,1
vertex,386,5,,,,,,,,,,,,,,,,,,,,,,7.465142813e-04,1.349291085e-03,7.827691593e-04,1.414820151e-03,2.736646253e-06,1
vertex,386,6,,,,,,,,,,,,,,,,,,,,,,2.653626277e-03,1.349291085e-03,2.782501102e-03,1.414820151e-03,3.765547978e-06,1
vertex,386,7,,,,,,,,,,,,,,,,,,,,,,1.714870016e-03,1.349291085e-03,1.798153625e-03,1.414820151e-03,3.313006296e-06,1
vertex,379,0,,,,,,,,,,,,,,,,,,,,,,2.778922504e-03,1.424352243e-03,2.913882409e-03,1.493526696e-03,8.753531117e-06,1
