stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.408484818545234,1.8804251482367813,1.0,0.4676757145936736,0.20412414523193154,0.30052604324700516,0.33203125,0.16276041666666666,0.095703125,0.05859375,0.035807291666666664,0.020182291666666668,0.025390625,0.020833333333333332,0.025390625,0.012369791666666666,0.2109375,0.08384459014708438,0.24173100437781553,0.230811294464017,,,,,,1
terminal,,,True,1.1774040883501415,0.8711185207068762,0.4632561532819842,0.21519116703651545,0.20412414523193154,0.04044401955514798,0.11263020833333333,0.10677083333333333,0.10091145833333333,0.08333333333333333,0.07486979166666667,0.08463541666666667,0.1171875,0.13151041666666666,0.09375,0.057291666666666664,0.037109375,0.0005732839257808587,0.026512454354062662,0.812273850316754,,,,,,1
vertex,471,0,,,,,,,,,,,,,,,,,,,,,,6.051478651e-04,1.096214729e-03,6.434576762e-04,1.165612279e-03,1.961128333e-06,1
vertex,471,1,,,,,,,,,,,,,,,,,,,,,,1.538459699e-03,1.096214729e-03,1.635854243e-03,1.165612279e-03,4.311488100e-06,1
vertex,471,2,,,,,,,,,,,,,,,,,,,,,,9.338083376e-04,1.096214729e-03,9.929245026e-04,1.165612279e-03,2.515714753e-06,1
vertex,292,0,,,,,,,,,,,,,,,,,,,,,,2.724635793e-03,1.793682001e-03,2.897123029e-03,1.907233783e-03,8.353641520e-06,1
vertex,292,1,,,,,,,,,,,,,,,,,,,,,,1.169039713e-03,1.793682001e-03,1.243047560e-03,1.907233783e-03,3.680335214e-06,1
vertex,292,2,,,,,,,,,,,,,,,,,,,,,,9.282194278e-04,1.793682001e-03,9.869817784e-04,1.907233783e-03,3.123563242e-06,1
vertex,270,0,,,,,,,,,,,,,,,,,,,,,,1.232324184e-03,1.337962121e-03,1.310338351e-03,1.422663860e-03,2.564246905e-06,1
vertex,270,1,,,,,,,,,,,,,,,,,,,,,,1.879883606e-03,1.337962121e-03,1.998892513e-03,1.422663860e-03,6.391858839e-06,1
vertex,270,2,,,,,,,,,,,,,,,,,,,,,,5.637753525e-04,1.337962121e-03,5.994660135e-04,1.422663860e-03,1.524913366e-06,1
vertex,374,0,,,,,,,,,,,,,,,,,,,,,,2.870907053e-03,3.205760115e-03,3.052654215e-03,3.408705662e-03,8.881546301e-06,1
vertex,374,1,,,,,,,,,,,,,,,,,,,,,,7.910490819e-04,3.205760115e-03,8.411276539e-04,3.408705662e-03,1.910446565e-06,1
vertex,374,2,,,,,,,,,,,,,,,,,,,,,,4.686451514e-03,3.205760115e-03,4.983134495e-03,3.408705662e-03,9.208309428e-06,1
