stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.4368007502418476,1.8789118343357158,1.0,0.3712033603721614,0.20412414523193154,0.2707656106339083,0.2208984375,0.2361328125,0.1126953125,0.06953125,0.04375,0.05078125,0.0400390625,0.0283203125,0.01875,0.0177734375,0.161328125,0.0848047036421167,0.26389635168604025,0.20487831119675956,,,,,,1
terminal,,,True,1.1868196261498856,0.8786071044915902,0.46761486538947655,0.21828558181835483,0.20412414523193154,0.04737943258851662,0.1142578125,0.10546875,0.1001953125,0.099609375,0.084375,0.07734375,0.0826171875,0.103515625,0.11328125,0.071875,0.0474609375,0.0002730063560456619,0.023957546544327635,0.8198866764273263,,,,,,1
vertex,278,0,,,,,,,,,,,,,,,,,,,,,,2.119034341e-03,1.521745092e-03,2.254831672e-03,1.619265419e-03,7.717617975e-06,1
vertex,278,1,,,,,,,,,,,,,,,,,,,,,,1.026386521e-03,1.521745092e-03,1.092162024e-03,1.619265419e-03,2.849327713e-06,1
vertex,278,2,,,,,,,,,,,,,,,,,,,,,,2.635579755e-03,1.521745092e-03,2.804479659e-03,1.619265419e-03,1.004860641e-05,1
vertex,278,3,,,,,,,,,,,,,,,,,,,,,,1.348584242e-03,1.521745092e-03,1.435007636e-03,1.619265419e-03,3.223731428e-06,1
vertex,278,4,,,,,,,,,,,,,,,,,,,,,,2.050112784e-03,1.521745092e-03,2.181493308e-03,1.619265419e-03,7.585281989e-06,1
vertex,278,5,,,,,,,,,,,,,,,,,,,,,,1.302677838e-03,1.521745092e-03,1.386159342e-03,1.619265419e-03,3.010445923e-06,1
vertex,278,6,,,,,,,,,,,,,,,,,,,,,,5.769070209e-04,1.521745092e-03,6.138778392e-04,1.619265419e-03,2.215684740e-06,1
vertex,278,7,,,,,,,,,,,,,,,,,,,,,,8.287229055e-04,1.521745092e-03,8.818312278e-04,1.619265419e-03,2.842324239e-06,1
vertex,278,8,,,,,,,,,,,,,,,,,,,,,,5.780096593e-04,1.521745092e-03,6.150511397e-04,1.619265419e-03,1.906981001e-06,1
vertex,278,9,,,,,,,,,,,,,,,,,,,,,,1.262820188e-03,1.521745092e-03,1.343747432e-03,1.619265419e-03,3.069806329e-06,1
vertex,49,0,,,,,,,,,,,,,,,,,,,,,,8.637987917e-04,1.919944816e-03,9.191549359e-04,2.042983588e-03,2.575984043e-06,1
vertex,49,1,,,,,,,,,,,,,,,,,,,,,,4.971462322e-03,1.919944816e-03,5.290056175e-03,2.042983588e-03,1.759556184e-05,1
vertex,49,2,,,,,,,,,,,,,,,,,,,,,,1.573084770e-03,1.919944816e-03,1.673895177e-03,2.042983588e-03,6.215999719e-06,1
vertex,49,3,,,,,,,,,,,,,,,,,,,,,,1.006440334e-03,1.919944816e-03,1.070937595e-03,2.042983588e-03,3.466635081e-06,1
vertex,49,4,,,,,,,,,,,,,,,,,,,,,,1.469257788e-03,1.919944816e-03,1.563414491e-03,2.042983588e-03,3.304470311e-06,1
vertex,49,5,,,,,,,,,,,,,,,,,,,,,,1.108394662e-03,1.919944816e-03,1.179425619e-03,2.042983588e-03,2.872775140e-06,1
vertex,49,6,,,,,,,,,,,,,,,,,,,,,,8.652847140e-04,1.919944816e-03,9.207360828e-04,2.042983588e-03,2.667188622e-06,1
vertex,49,7,,,,,,,,,,,,,,,,,,,,,,6.488281137e-04,1.919944816e-03,6.904079618e-04,2.042983588e-03,2.225785734e-06,1
vertex,49,8,,,,,,,,,,,,,,,,,,,,,,1.587796336e-03,1.919944816e-03,1.689549526e-03,2.042983588e-03,3.987504421e-06,1
vertex,49,9,,,,,,,,,,,,,,,,,,,,,,9.136340784e-04,1.919944816e-03,9.721838937e-04,2.042983588e-03,3.075765668e-06,1
vertex,386,0,,,,,,,,,,,,,,,,,,,,,,9.773210858e-04,1.288721322e-03,1.039952253e-03,1.371308429e-03,2.763620550e-06,1
vertex,386,1,,,,,,,,,,,,,,,,,,,,,,6.906578791e-04,1.288721322e-03,7.349183683e-04,1.371308429e-03,1.853197106e-06,1
vertex,386,2,,,,,,,,,,,,,,,,,,,,,,1.550024511e-03,1.288721322e-03,1.649357111e-03,1.371308429e-03,4.738090668e-06,1
vertex,386,3,,,,,,,,,,,,,,,,,,,,,,9.678880029e-04,1.288721322e-03,1.029914656e-03,1.371308429e-03,2.810947001e-06,1
vertex,386,4,,,,,,,,,,,,,,,,,,,,,,1.555096765e-03,1.288721322e-03,1.654754419e-03,1.371308429e-03,3.364324268e-06,1
vertex,386,5,,,,,,,,,,,,,,,,,,,,,,1.931434246e-03,1.288721322e-03,2.055209312e-03,1.371308429e-03,3.577240678e-06,1
vertex,386,6,,,,,,,,,,,,,,,,,,,,,,9.927804098e-04,1.288721322e-03,1.056402281e-03,1.371308429e-03,3.221320395e-06,1
vertex,386,7,,,,,,,,,,,,,,,,,,,,,,1.524218226e-03,1.288721322e-03,1.621897042e-03,1.371308429e-03,5.586375175e-06,1
vertex,386,8,,,,,,,,,,,,,,,,,,,,,,1.233946102e-03,1.288721322e-03,1.313022965e-03,1.371308429e-03,3.105655318e-06,1
vertex,386,9,,,,,,,,,,,,,,,,,,,,,,9.253308336e-04,1.288721322e-03,9.846302301e-04,1.371308429e-03,3.646889215e-06,1
vertex,379,0,,,,,,,,,,,,,,,,,,,,,,2.161065615e-03,1.843605964e-03,2.299556500e-03,1.961752595e-03,7.596414193e-06,1
vertex,379,1,,,,,,,,,,,,,,,,,,,,,,6.772183057e-04,1.843605964e-03,7.206175261e-04,1.961752595e-03,2.010579079e-06,1
vertex,379,2,,,,,,,,,,,,,,,,,,,,,,1.381404557e-03,1.843605964e-03,1.469931226e-03,1.961752595e-03,3.121954140e-06,1
vertex,379,3,,,,,,,,,,,,,,,,,,,,,,8.037336415e-04,1.843605964e-03,8.552405384e-04,1.961752595e-03,3.026111425e-06,1
vertex,379,4,,,,,,,,,,,,,,,,,,,,,,1.233275729e-03,1.843605964e-03,1.312309631e-03,1.961752595e-03,3.831434111e-06,1
vertex,379,5,,,,,,,,,,,,,,,,,,,,,,1.735932844e-03,1.843605964e-03,1.847179294e-03,1.961752595e-03,3.435116223e-06,1
vertex,379,6,,,,,,,,,,,,,,,,,,,,,,7.907516186e-04,1.843605964e-03,8.414265686e-04,1.961752595e-03,2.910241388e-06,1
vertex,379,7,,,,,,,,,,,,,,,,,,,,,,9.290419246e-04,1.843605964e-03,9.885791446e-04,1.961752595e-03,2.583596475e-06,1
vertex,379,8,,,,,,,,,,,,,,,,,,,,,,7.505499996e-04,1.843605964e-03,7.986486476e-04,1.961752595e-03,2.721650536e-06,1
vertex,379,9,,,,,,,,,,,,,,,,,,,,,,4.440672221e-03,1.843605964e-03,4.725250636e-03,1.961752595e-03,1.365356514e-05,1
