trial,trial_kind,method,source_ids,lambda,independent_control_nondegenerate,clean_target_rmse,clean_target_relative_rmse,noisy_target_rmse,jitter_error_floor,centroid_rmse,centered_shape_rmse,per_particle_rmse,mean_particle_rmse,max_particle_rmse,terminal_commutation_gap,terminal_commutation_relative,max_replay_residual,template_coherence_error,nearest_memory_source
0,random,shared,2;3;0;5,0.138426624;0.329338771;0.229466399;0.302768207,1,5.218918904e-01,2.903042790e-01,5.368417392e-01,3.602367017e-02,4.403729769e-01,2.800763940e-01,1.583529515e-01;5.551743080e-01;4.207252745e-01;4.878870215e-01;4.388610390e-01;6.894132582e-01;7.023733259e-01;5.190506228e-01,4.964797252e-01,7.023733259e-01,1.215242612e-01,1.151546280e-01,1.840959111e-05,2.807233164e-01,2.971691203e+00
0,random,independent,2;3;0;5,0.138426624;0.329338771;0.229466399;0.302768207,1,6.490585504e-01,3.610412002e-01,6.611018996e-01,3.602367017e-02,5.361650027e-01,3.657924162e-01,1.583529515e-01;8.419452440e-01;4.166108618e-01;5.411330926e-01;4.388610390e-01;9.704374947e-01;7.039321825e-01;7.348540464e-01,6.007658641e-01,9.704374947e-01,,,1.847691909e-05,3.676172079e-01,3.755074950e+00
1,random,shared,3;1;4;7,0.091497760;0.162475512;0.579880051;0.166146677,1,3.066182206e-01,1.705575103e-01,3.151660984e-01,4.124959640e-02,2.313439979e-01,2.012329195e-01,1.605819579e-01;3.143755582e-01;2.377482607e-01;3.091550301e-01;2.336547404e-01;3.755133533e-01;3.506342477e-01;3.960417265e-01,2.972131093e-01,3.960417265e-01,1.244539963e-01,1.179308025e-01,1.551629098e-05,2.028369154e-01,2.175748265e+00
1,random,independent,3;1;4;7,0.091497760;0.162475512;0.579880051;0.166146677,1,8.485986776e-01,4.720361281e-01,8.535769887e-01,4.124959640e-02,2.929790460e-01,7.964188561e-01,1.605819579e-01;7.925573087e-01;1.287816949e+00;8.479587803e-01;2.336547404e-01;8.857496361e-01;7.849639267e-01;1.128805636e+00,7.652611169e-01,1.287816949e+00,,,2.946021780e-05,8.046123488e-01,5.227645933e+00
