stage,plane,finite,mean_pair_distance,rms_radius,radius_ratio,radius_mean,radius_cv,expected_radius_cv,radius_q05_normalized,radius_q25_normalized,radius_q50_normalized,radius_q75_normalized,radius_q95_normalized,uniform_ball_radius,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_source_id,vertex_particle,vertex_particle_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,0,True,5.522391091549018,4.137057818511244,1.0,3.9091159140687735,0.34644016805502115,0.20412414523193154,0.3473463891969639,0.5981288779123335,0.7462890755225602,0.9214396484453942,1.2800013236143957,5.066840345872121,0.20467454055397272,0.2265625,0.12109375,0.13671875,0.0859375,0.0703125,0.04296875,0.05078125,0.03515625,0.02734375,0.02734375,0.17578125,0.02233606029627532,0.047478480688192666,0.74741067555166,,,,,,,1
initial,1,True,5.521013214064364,4.13641922281328,1.0,3.9075563590104485,0.3472304356513389,0.20412414523193154,0.33844115308456924,0.6009950911976145,0.7511286356131943,0.9187793052909388,1.2714538740112133,5.066058229066147,0.19760411808171102,0.2109375,0.16015625,0.1171875,0.08203125,0.0625,0.0546875,0.0546875,0.03125,0.02734375,0.015625,0.18359375,0.022077329690252036,0.04740571979261329,0.7459164519459957,,,,,,,1
initial,2,True,5.525624666147304,4.140317801678944,1.0,3.9101274595466036,0.3481469424885915,0.20412414523193154,0.34661487436156013,0.601767273285081,0.7466907780329661,0.9227618820114211,1.2667851296603194,5.070832993537585,0.2041847886761865,0.21484375,0.140625,0.11328125,0.11328125,0.04296875,0.06640625,0.05078125,0.02734375,0.03515625,0.01171875,0.18359375,0.022123175032777657,0.04778242646295927,0.7487910944758212,,,,,,,1
initial,3,True,5.527795696695293,4.141818648880521,1.0,3.9115386090094697,0.34815209218649895,0.20412414523193154,0.34203368181562616,0.6007103455041498,0.7455022280811008,0.9168046143756049,1.2831427365482357,5.072671148450458,0.19820426191786328,0.21875,0.13671875,0.125,0.08984375,0.0625,0.05078125,0.05859375,0.03125,0.01953125,0.0234375,0.18359375,0.020704259408503366,0.04699279750901656,0.7505722389123701,,,,,,,1
initial,4,True,5.525825292376944,4.140322854344027,1.0,3.91075310478684,0.34763531907400375,0.20412414523193154,0.34797157035244464,0.6016958690634142,0.7485817725310011,0.9090820117682885,1.2802649424144115,5.070839181763232,0.20470660936800394,0.21875,0.140625,0.11328125,0.09765625,0.06640625,0.05859375,0.05859375,0.015625,0.0234375,0.0234375,0.18359375,0.020070575162148677,0.04649208911900848,0.7451020659843866,,,,,,,1
initial,5,True,5.527295139238928,4.141323351162429,1.0,3.911106646072449,0.3481226154582924,0.20412414523193154,0.343875449573287,0.595501053112862,0.7528882302722106,0.9268383060626555,1.2744601045961081,5.072064535110414,0.20006696785101763,0.21484375,0.14453125,0.109375,0.10546875,0.0625,0.046875,0.0546875,0.02734375,0.03125,0.01953125,0.18359375,0.02235046025431835,0.04833182022235429,0.7441745841883092,,,,,,,1
initial,6,True,5.526368278833728,4.140650888126499,1.0,3.911169943726066,0.3475471076981188,0.20412414523193154,0.3433016151726051,0.6018286972096036,0.7473988021025719,0.9222846373758186,1.2798203044971803,5.071240939455958,0.20623768330424735,0.21875,0.140625,0.109375,0.10546875,0.05078125,0.0625,0.0546875,0.03125,0.0234375,0.01953125,0.18359375,0.02169657640691494,0.047828963087862,0.7416895533563695,,,,,,,1
initial,7,True,5.522702583220687,4.138891450137707,1.0,3.907371754586931,0.34930624970007745,0.20412414523193154,0.34760375670538574,0.5929851014366332,0.750741260432989,0.9287084138575296,1.277838779330232,5.0690860768026536,0.21361721852105342,0.22265625,0.13671875,0.1171875,0.1015625,0.0625,0.05078125,0.046875,0.03515625,0.03125,0.01171875,0.18359375,0.02152272772811661,0.04741697488986575,0.7446125112018965,,,,,,,1
terminal,0,True,1.158183984282689,0.8549841896488204,0.20666479105590402,0.834912433051207,0.22058797381031492,0.20412414523193154,0.48285201544252027,0.6916172406515073,0.8272200830961158,0.9148429066212536,1.0545167710435641,1.0471375013932864,0.09765625,0.12890625,0.09765625,0.0703125,0.1015625,0.12890625,0.12109375,0.09765625,0.07421875,0.046875,0.03125,0.1015625,0.0030646101789772564,0.021504306630155106,0.8561972258615225,,,,,,,1
terminal,1,True,1.158269072970966,0.8550416228206994,0.20671058148674898,0.8351018225765566,0.2198278705019406,0.20412414523193154,0.47640946341903145,0.6962787153496296,0.8224514392796476,0.9137802875397681,1.0515260538940425,1.0472078423759932,0.1015625,0.12109375,0.09375,0.0859375,0.1015625,0.12109375,0.125,0.109375,0.0703125,0.0390625,0.02734375,0.10546875,0.0029954937808798505,0.021577851588066143,0.8543232046958302,,,,,,,1
