stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.4627062316615524,1.899189409456194,1.0,0.3781806554318198,0.20412414523193154,0.2743009051076902,0.21630859375,0.17919921875,0.168212890625,0.1025390625,0.0625,0.04150390625,0.024169921875,0.019287109375,0.017578125,0.01416015625,0.154541015625,0.02475130505902115,0.28418322833399245,0.16420057247392017,,,,,,1
terminal,,,True,1.1860289481698632,0.878013804669317,0.4623097624163373,0.21806767809997019,0.20412414523193154,0.04717667162539163,0.113525390625,0.1064453125,0.102294921875,0.097900390625,0.078857421875,0.080322265625,0.087890625,0.1123046875,0.10205078125,0.0712890625,0.047119140625,0.00015396247158771848,0.02798424014516264,0.8025698503099704,,,,,,1
vertex,304,0,,,,,,,,,,,,,,,,,,,,,,1.126360323e-03,2.548112627e-03,1.185872183e-03,2.682743543e-03,3.471301394e-06,1
vertex,304,1,,,,,,,,,,,,,,,,,,,,,,3.770129634e-03,2.548112627e-03,3.969326482e-03,2.682743543e-03,1.279701599e-05,1
vertex,304,2,,,,,,,,,,,,,,,,,,,,,,1.313934554e-03,2.548112627e-03,1.383357001e-03,2.682743543e-03,4.154882218e-06,1
vertex,304,3,,,,,,,,,,,,,,,,,,,,,,3.424505829e-03,2.548112627e-03,3.605441456e-03,2.682743543e-03,1.168098485e-05,1
vertex,304,4,,,,,,,,,,,,,,,,,,,,,,4.185127449e-03,2.548112627e-03,4.406250932e-03,2.682743543e-03,1.839089880e-05,1
vertex,304,5,,,,,,,,,,,,,,,,,,,,,,1.049463855e-03,2.548112627e-03,1.104912848e-03,2.682743543e-03,2.595898927e-06,1
vertex,304,6,,,,,,,,,,,,,,,,,,,,,,1.754887670e-03,2.548112627e-03,1.847608114e-03,2.682743543e-03,3.401415808e-06,1
vertex,304,7,,,,,,,,,,,,,,,,,,,,,,1.144769671e-03,2.548112627e-03,1.205254198e-03,2.682743543e-03,3.376910887e-06,1
vertex,436,0,,,,,,,,,,,,,,,,,,,,,,1.800416880e-03,1.209284809e-03,1.895542884e-03,1.273178029e-03,3.438265188e-06,1
vertex,436,1,,,,,,,,,,,,,,,,,,,,,,1.294654561e-03,1.209284809e-03,1.363058339e-03,1.273178029e-03,3.171548094e-06,1
vertex,436,2,,,,,,,,,,,,,,,,,,,,,,8.441744933e-04,1.209284809e-03,8.887769115e-04,1.273178029e-03,2.540551865e-06,1
vertex,436,3,,,,,,,,,,,,,,,,,,,,,,8.301663940e-04,1.209284809e-03,8.740286867e-04,1.273178029e-03,2.594806198e-06,1
vertex,436,4,,,,,,,,,,,,,,,,,,,,,,1.426561377e-03,1.209284809e-03,1.501934523e-03,1.273178029e-03,4.265524595e-06,1
vertex,436,5,,,,,,,,,,,,,,,,,,,,,,9.430626161e-04,1.209284809e-03,9.928898421e-04,1.273178029e-03,2.451870927e-06,1
vertex,436,6,,,,,,,,,,,,,,,,,,,,,,9.233802148e-04,1.209284809e-03,9.721675104e-04,1.273178029e-03,3.463504030e-06,1
vertex,436,7,,,,,,,,,,,,,,,,,,,,,,1.265876899e-03,1.209284809e-03,1.332760193e-03,1.273178029e-03,3.792120008e-06,1
vertex,186,0,,,,,,,,,,,,,,,,,,,,,,1.061220088e-03,2.262751275e-03,1.117290228e-03,2.382304968e-03,3.317059434e-06,1
vertex,186,1,,,,,,,,,,,,,,,,,,,,,,1.609133039e-03,2.262751275e-03,1.694152457e-03,2.382304968e-03,6.562060820e-06,1
vertex,186,2,,,,,,,,,,,,,,,,,,,,,,2.358699536e-03,2.262751275e-03,2.483322708e-03,2.382304968e-03,5.661215494e-06,1
vertex,186,3,,,,,,,,,,,,,,,,,,,,,,8.459145320e-04,2.262751275e-03,8.906088862e-04,2.382304968e-03,2.088761459e-06,1
vertex,186,4,,,,,,,,,,,,,,,,,,,,,,1.721655673e-03,2.262751275e-03,1.812620286e-03,2.382304968e-03,5.129429036e-06,1
vertex,186,5,,,,,,,,,,,,,,,,,,,,,,2.562463012e-03,2.262751275e-03,2.697852138e-03,2.382304968e-03,1.136117537e-05,1
vertex,186,6,,,,,,,,,,,,,,,,,,,,,,1.170560869e-03,2.262751275e-03,1.232408089e-03,2.382304968e-03,2.989299005e-06,1
vertex,186,7,,,,,,,,,,,,,,,,,,,,,,4.479429299e-03,2.262751275e-03,4.716102381e-03,2.382304968e-03,1.974285951e-05,1
vertex,21,0,,,,,,,,,,,,,,,,,,,,,,9.818710479e-04,1.431909495e-03,1.033748738e-03,1.507565211e-03,3.723961591e-06,1
vertex,21,1,,,,,,,,,,,,,,,,,,,,,,7.439217991e-04,1.431909495e-03,7.832273117e-04,1.507565211e-03,2.564790523e-06,1
vertex,21,2,,,,,,,,,,,,,,,,,,,,,,2.799079347e-03,1.431909495e-03,2.946970225e-03,1.507565211e-03,8.747040158e-06,1
