stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.5557121727430583,1.9692856689271254,1.0,0.43997048175495673,0.20412414523193154,0.2252139527165582,0.2513950892857143,0.10574776785714286,0.12806919642857142,0.13811383928571427,0.07756696428571429,0.05022321428571429,0.03125,0.024274553571428572,0.018694196428571428,0.013671875,0.16099330357142858,0.07056829929776863,0.10257594788637855,0.6011685089168011,,,,,,1
terminal,,,True,1.184658205194842,0.8768042589846515,0.44523975003704663,0.21746817180908068,0.20412414523193154,0.03871347228695199,0.11356026785714286,0.10267857142857142,0.103515625,0.09654017857142858,0.08314732142857142,0.07366071428571429,0.08984375,0.11216517857142858,0.1171875,0.07059151785714286,0.037109375,0.000146005995639297,0.010420383470253994,0.9255038542389493,,,,,,1
vertex,306,0,,,,,,,,,,,,,,,,,,,,,,1.654854356e-03,1.234748990e-03,1.678933389e-03,1.252715261e-03,8.428189944e-06,1
vertex,306,1,,,,,,,,,,,,,,,,,,,,,,1.080785616e-03,1.234748990e-03,1.096511636e-03,1.252715261e-03,2.773131918e-06,1
vertex,306,2,,,,,,,,,,,,,,,,,,,,,,9.411509028e-04,1.234748990e-03,9.548451613e-04,1.252715261e-03,2.572865899e-06,1
vertex,306,3,,,,,,,,,,,,,,,,,,,,,,7.900440072e-04,1.234748990e-03,8.015395780e-04,1.252715261e-03,2.215285385e-06,1
vertex,306,4,,,,,,,,,,,,,,,,,,,,,,1.805648458e-03,1.234748990e-03,1.831921627e-03,1.252715261e-03,9.118674134e-06,1
vertex,306,5,,,,,,,,,,,,,,,,,,,,,,1.345108098e-03,1.234748990e-03,1.364680154e-03,1.252715261e-03,3.158225867e-06,1
vertex,306,6,,,,,,,,,,,,,,,,,,,,,,4.312519989e-04,1.234748990e-03,4.375269505e-04,1.252715261e-03,1.557996720e-06,1
vertex,67,0,,,,,,,,,,,,,,,,,,,,,,4.450942524e-03,2.279691535e-03,4.515706163e-03,2.312862289e-03,1.255138018e-05,1
vertex,67,1,,,,,,,,,,,,,,,,,,,,,,3.405886256e-04,2.279691535e-03,3.455443757e-04,2.312862289e-03,1.192202669e-06,1
vertex,67,2,,,,,,,,,,,,,,,,,,,,,,2.690341651e-03,2.279691535e-03,2.729487588e-03,2.312862289e-03,1.084082288e-05,1
vertex,67,3,,,,,,,,,,,,,,,,,,,,,,8.453837601e-04,2.279691535e-03,8.576845545e-04,2.312862289e-03,2.559387570e-06,1
vertex,67,4,,,,,,,,,,,,,,,,,,,,,,2.232945578e-03,2.279691535e-03,2.265436153e-03,2.312862289e-03,6.527380906e-06,1
vertex,67,5,,,,,,,,,,,,,,,,,,,,,,1.813602307e-03,2.279691535e-03,1.839991209e-03,2.312862289e-03,5.724253144e-06,1
vertex,67,6,,,,,,,,,,,,,,,,,,,,,,4.735539305e-04,2.279691535e-03,4.804443982e-04,2.312862289e-03,2.218299051e-06,1
vertex,198,0,,,,,,,,,,,,,,,,,,,,,,1.497242717e-03,2.356345648e-03,1.519028415e-03,2.390631762e-03,3.288801882e-06,1
vertex,198,1,,,,,,,,,,,,,,,,,,,,,,1.054974185e-03,2.356345648e-03,1.070324634e-03,2.390631762e-03,2.970004913e-06,1
vertex,198,2,,,,,,,,,,,,,,,,,,,,,,3.099954300e-03,2.356345648e-03,3.145060324e-03,2.390631762e-03,9.753479708e-06,1
vertex,198,3,,,,,,,,,,,,,,,,,,,,,,2.852051576e-03,2.356345648e-03,2.893550481e-03,2.390631762e-03,7.132152090e-06,1
vertex,198,4,,,,,,,,,,,,,,,,,,,,,,4.000602906e-03,2.356345648e-03,4.058813858e-03,2.390631762e-03,1.085936269e-05,1
vertex,198,5,,,,,,,,,,,,,,,,,,,,,,6.439790271e-04,2.356345648e-03,6.533492728e-04,2.390631762e-03,2.271502768e-06,1
vertex,198,6,,,,,,,,,,,,,,,,,,,,,,1.161206255e-03,2.356345648e-03,1.178102439e-03,2.390631762e-03,3.058852919e-06,1
vertex,256,0,,,,,,,,,,,,,,,,,,,,,,2.790657852e-03,1.868641113e-03,2.831263445e-03,1.895830859e-03,8.680470169e-06,1
vertex,256,1,,,,,,,,,,,,,,,,,,,,,,1.640189226e-03,1.868641113e-03,1.664054873e-03,1.895830859e-03,7.703488916e-06,1
vertex,256,2,,,,,,,,,,,,,,,,,,,,,,2.174731768e-03,1.868641113e-03,2.206375300e-03,1.895830859e-03,3.593830736e-06,1
vertex,256,3,,,,,,,,,,,,,,,,,,,,,,1.473268255e-03,1.868641113e-03,1.494705110e-03,1.895830859e-03,4.270556102e-06,1
vertex,256,4,,,,,,,,,,,,,,,,,,,,,,2.135443213e-03,1.868641113e-03,2.166515075e-03,1.895830859e-03,6.460048399e-06,1
vertex,256,5,,,,,,,,,,,,,,,,,,,,,,1.302231008e-03,1.868641113e-03,1.321179179e-03,1.895830859e-03,3.063448689e-06,1
vertex,256,6,,,,,,,,,,,,,,,,,,,,,,8.993577664e-04,1.868641113e-03,9.124439120e-04,1.895830859e-03,2.495638576e-06,1
