stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.4477335503387487,1.8899738192244324,1.0,0.37760311735878205,0.20412414523193154,0.275390582572368,0.23671875,0.22265625,0.11015625,0.066796875,0.054296875,0.04609375,0.0375,0.030859375,0.0234375,0.016015625,0.15546875,0.08661113110550175,0.25771986076409614,0.2063742800281065,,,,,,1
terminal,,,True,1.1819301802895545,0.8747129447207905,0.4628174929321173,0.2163613022830895,0.20412414523193154,0.04383143470829953,0.1109375,0.107421875,0.0984375,0.094140625,0.083984375,0.075,0.0875,0.123828125,0.114453125,0.07265625,0.031640625,0.0003131125681692724,0.024650001251306567,0.8167715765902137,,,,,,1
vertex,278,0,,,,,,,,,,,,,,,,,,,,,,1.494712455e-03,2.285329288e-03,1.581161520e-03,2.417504931e-03,3.161331141e-06,1
vertex,278,1,,,,,,,,,,,,,,,,,,,,,,1.200728702e-03,2.285329288e-03,1.270174750e-03,2.417504931e-03,2.943826654e-06,1
vertex,278,2,,,,,,,,,,,,,,,,,,,,,,1.167070173e-03,2.285329288e-03,1.234569528e-03,2.417504931e-03,2.852812523e-06,1
vertex,278,3,,,,,,,,,,,,,,,,,,,,,,1.152352042e-03,2.285329288e-03,1.219000149e-03,2.417504931e-03,2.473994483e-06,1
vertex,278,4,,,,,,,,,,,,,,,,,,,,,,4.443845971e-03,2.285329288e-03,4.700862850e-03,2.417504931e-03,1.641370950e-05,1
vertex,49,0,,,,,,,,,,,,,,,,,,,,,,6.241025456e-04,1.671106382e-03,6.601985061e-04,1.767757469e-03,2.057227178e-06,1
vertex,49,1,,,,,,,,,,,,,,,,,,,,,,3.403766069e-03,1.671106382e-03,3.600628278e-03,1.767757469e-03,1.055655126e-05,1
vertex,49,2,,,,,,,,,,,,,,,,,,,,,,1.106831635e-03,1.671106382e-03,1.170846998e-03,1.767757469e-03,2.785756170e-06,1
vertex,49,3,,,,,,,,,,,,,,,,,,,,,,5.725661892e-04,1.671106382e-03,6.056814628e-04,1.767757469e-03,2.130884400e-06,1
vertex,49,4,,,,,,,,,,,,,,,,,,,,,,6.595050745e-04,1.671106382e-03,6.976485964e-04,1.767757469e-03,1.885725872e-06,1
vertex,386,0,,,,,,,,,,,,,,,,,,,,,,9.111017168e-04,1.330075031e-03,9.637967295e-04,1.407002030e-03,2.325515655e-06,1
vertex,386,1,,,,,,,,,,,,,,,,,,,,,,6.881206253e-04,1.330075031e-03,7.279191730e-04,1.407002030e-03,2.374137665e-06,1
vertex,386,2,,,,,,,,,,,,,,,,,,,,,,7.920325011e-04,1.330075031e-03,8.378409569e-04,1.407002030e-03,2.560046548e-06,1
vertex,386,3,,,,,,,,,,,,,,,,,,,,,,2.568055396e-03,1.330075031e-03,2.716582953e-03,1.407002030e-03,8.382682819e-06,1
vertex,386,4,,,,,,,,,,,,,,,,,,,,,,5.653827131e-04,1.330075031e-03,5.980825189e-04,1.407002030e-03,2.196422624e-06,1
vertex,379,0,,,,,,,,,,,,,,,,,,,,,,1.695718206e-03,1.073867687e-03,1.793792758e-03,1.135976527e-03,5.818673638e-06,1
vertex,379,1,,,,,,,,,,,,,,,,,,,,,,8.477627874e-04,1.073867687e-03,8.967944927e-04,1.135976527e-03,2.979264781e-06,1
vertex,379,2,,,,,,,,,,,,,,,,,,,,,,1.141140444e-03,1.073867687e-03,1.207140112e-03,1.135976527e-03,3.382891545e-06,1
vertex,379,3,,,,,,,,,,,,,,,,,,,,,,5.141010258e-04,1.073867687e-03,5.438348740e-04,1.135976527e-03,1.590506770e-06,1
vertex,379,4,,,,,,,,,,,,,,,,,,,,,,7.780075098e-04,1.073867687e-03,8.230048080e-04,1.135976527e-03,2.615246217e-06,1
