stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.423984034021455,1.903974245096562,1.0,0.4979874272665162,0.20412414523193154,0.33655455842614285,0.4114583333333333,0.11328125,0.048177083333333336,0.029296875,0.021484375,0.024739583333333332,0.024739583333333332,0.033854166666666664,0.0390625,0.033854166666666664,0.22005208333333334,0.12666044259212292,0.21263365855839622,0.27204371425449375,,,,,,1
terminal,,,True,1.1773731075689364,0.871036277435173,0.45748322472240033,0.21482906772971333,0.20412414523193154,0.03945580261857251,0.10807291666666667,0.11067708333333333,0.1015625,0.08072916666666667,0.08463541666666667,0.076171875,0.11783854166666667,0.123046875,0.107421875,0.057291666666666664,0.032552083333333336,0.0007683128803257858,0.021773029912641673,0.8404147753856753,,,,,,1
vertex,132,0,,,,,,,,,,,,,,,,,,,,,,3.695684167e-04,1.232541429e-03,3.875179392e-04,1.292404580e-03,1.523836651e-06,1
vertex,132,1,,,,,,,,,,,,,,,,,,,,,,1.627074709e-03,1.232541429e-03,1.706099898e-03,1.292404580e-03,6.163414699e-06,1
vertex,132,2,,,,,,,,,,,,,,,,,,,,,,1.331736534e-03,1.232541429e-03,1.396417481e-03,1.292404580e-03,4.002436146e-06,1
vertex,340,0,,,,,,,,,,,,,,,,,,,,,,1.234890925e-03,1.093605217e-03,1.294868189e-03,1.146720392e-03,2.689292579e-06,1
vertex,340,1,,,,,,,,,,,,,,,,,,,,,,7.925277657e-04,1.093605217e-03,8.310199482e-04,1.146720392e-03,2.875706887e-06,1
vertex,340,2,,,,,,,,,,,,,,,,,,,,,,1.197856942e-03,1.093605217e-03,1.256035507e-03,1.146720392e-03,2.707672522e-06,1
vertex,62,0,,,,,,,,,,,,,,,,,,,,,,9.773653123e-04,7.553819702e-04,1.024834847e-03,7.920700232e-04,2.301140379e-06,1
vertex,62,1,,,,,,,,,,,,,,,,,,,,,,4.678146509e-04,7.553819702e-04,4.905358825e-04,7.920700232e-04,1.533563125e-06,1
vertex,62,2,,,,,,,,,,,,,,,,,,,,,,7.332886618e-04,7.553819702e-04,7.689036677e-04,7.920700232e-04,2.627313373e-06,1
vertex,419,0,,,,,,,,,,,,,,,,,,,,,,7.071778530e-04,1.532380564e-03,7.415246862e-04,1.606806565e-03,2.095626429e-06,1
vertex,419,1,,,,,,,,,,,,,,,,,,,,,,1.989003217e-03,1.532380564e-03,2.085606867e-03,1.606806565e-03,3.948343583e-06,1
vertex,419,2,,,,,,,,,,,,,,,,,,,,,,1.608830712e-03,1.532380564e-03,1.686969811e-03,1.606806565e-03,2.842239867e-06,1
