stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.447662477069232,1.91858287480671,1.0,0.4763209216067433,0.20412414523193154,0.29542569205147357,0.373046875,0.1123046875,0.0546875,0.037109375,0.03515625,0.048828125,0.044921875,0.0498046875,0.0341796875,0.01953125,0.1904296875,0.12088645171508758,0.23720774911088438,0.2416371824729204,,,,,,1
terminal,,,True,1.1726024547924292,0.8671718395739026,0.45198560404187227,0.21322465368947233,0.20412414523193154,0.0420863758725607,0.1083984375,0.107421875,0.099609375,0.08203125,0.0751953125,0.0888671875,0.1181640625,0.1337890625,0.11328125,0.0478515625,0.025390625,0.0009445788090792791,0.023964826360094352,0.8269310877140222,,,,,,1
vertex,132,0,,,,,,,,,,,,,,,,,,,,,,7.626999954e-04,8.474365471e-04,7.941563523e-04,8.823877293e-04,1.967925606e-06,1
vertex,132,1,,,,,,,,,,,,,,,,,,,,,,9.244382726e-04,8.474365471e-04,9.625652693e-04,8.823877293e-04,2.134019191e-06,1
vertex,340,0,,,,,,,,,,,,,,,,,,,,,,1.558665859e-03,1.117984300e-03,1.622950571e-03,1.164093797e-03,2.467806965e-06,1
vertex,340,1,,,,,,,,,,,,,,,,,,,,,,2.652141216e-04,1.117984300e-03,2.761524592e-04,1.164093797e-03,9.424393187e-07,1
vertex,62,0,,,,,,,,,,,,,,,,,,,,,,2.672292421e-04,7.502787201e-04,2.782506902e-04,7.812227811e-04,1.174530563e-06,1
vertex,62,1,,,,,,,,,,,,,,,,,,,,,,1.026851911e-03,7.502787201e-04,1.069202797e-03,7.812227811e-04,2.117742109e-06,1
vertex,419,0,,,,,,,,,,,,,,,,,,,,,,9.303322521e-04,2.521169192e-03,9.687023367e-04,2.625150834e-03,1.893232861e-06,1
vertex,419,1,,,,,,,,,,,,,,,,,,,,,,3.441957305e-03,2.521169192e-03,3.583915399e-03,2.625150834e-03,9.365275537e-06,1
