stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.4478110368420185,1.8857041783485897,1.0,0.3669148616532423,0.20412414523193154,0.26248701153531256,0.22786458333333334,0.224609375,0.10611979166666667,0.076171875,0.048177083333333336,0.049479166666666664,0.044270833333333336,0.03125,0.020833333333333332,0.020833333333333332,0.150390625,0.08471743072880093,0.25272965737283215,0.20644179859848874,,,,,,1
terminal,,,True,1.1767623679323056,0.8705564349381344,0.46166118998608063,0.21424106084467737,0.20412414523193154,0.05018813870698202,0.10807291666666667,0.10546875,0.10872395833333333,0.08203125,0.07877604166666667,0.07421875,0.11002604166666667,0.142578125,0.10611979166666667,0.0546875,0.029296875,0.0003597912027152435,0.02501762415130882,0.8122696720468704,,,,,,1
vertex,278,0,,,,,,,,,,,,,,,,,,,,,,7.796337391e-04,9.861155660e-04,8.266863235e-04,1.045629776e-03,2.565775459e-06,1
vertex,278,1,,,,,,,,,,,,,,,,,,,,,,1.204596357e-03,9.861155660e-04,1.277296355e-03,1.045629776e-03,3.704104727e-06,1
vertex,278,2,,,,,,,,,,,,,,,,,,,,,,9.264937018e-04,9.861155660e-04,9.824096030e-04,1.045629776e-03,2.366145494e-06,1
vertex,49,0,,,,,,,,,,,,,,,,,,,,,,6.150394717e-04,2.053198251e-03,6.521584357e-04,2.177113212e-03,1.888430777e-06,1
vertex,49,1,,,,,,,,,,,,,,,,,,,,,,2.749298801e-03,2.053198251e-03,2.915224937e-03,2.177113212e-03,9.616306696e-06,1
vertex,49,2,,,,,,,,,,,,,,,,,,,,,,2.170242319e-03,2.053198251e-03,2.301221142e-03,2.177113212e-03,7.264295329e-06,1
vertex,386,0,,,,,,,,,,,,,,,,,,,,,,1.026155626e-03,3.500507877e-03,1.088086340e-03,3.711771108e-03,2.483293475e-06,1
vertex,386,1,,,,,,,,,,,,,,,,,,,,,,3.972573172e-03,3.500507877e-03,4.212326566e-03,3.711771108e-03,1.201030621e-05,1
vertex,386,2,,,,,,,,,,,,,,,,,,,,,,4.463892160e-03,3.500507877e-03,4.733297718e-03,3.711771108e-03,1.259285493e-05,1
vertex,379,0,,,,,,,,,,,,,,,,,,,,,,2.310886214e-03,3.925436354e-03,2.450353201e-03,4.162344938e-03,7.835571036e-06,1
vertex,379,1,,,,,,,,,,,,,,,,,,,,,,5.304380583e-03,3.925436354e-03,5.624511438e-03,4.162344938e-03,1.186718324e-05,1
vertex,379,2,,,,,,,,,,,,,,,,,,,,,,3.570784681e-03,3.925436354e-03,3.786289269e-03,4.162344938e-03,9.700433799e-06,1
