stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.465454055680539,1.900036947632917,1.0,0.3680465467350339,0.20412414523193154,0.2751533036237059,0.2177734375,0.23779296875,0.11669921875,0.05908203125,0.048828125,0.05712890625,0.04296875,0.0322265625,0.015625,0.02001953125,0.15185546875,0.07525052117554774,0.26263201445176515,0.18459438768709965,,,,,,1
terminal,,,True,1.179980025549456,0.8731594922243263,0.4595486910463063,0.215585027151342,0.20412414523193154,0.04209458864699844,0.11767578125,0.09033203125,0.11376953125,0.09326171875,0.07080078125,0.07421875,0.10791015625,0.130859375,0.10888671875,0.05859375,0.03369140625,0.00026340721928844765,0.0260465909999575,0.8045667942146506,,,,,,1
vertex,278,0,,,,,,,,,,,,,,,,,,,,,,2.738495367e-03,3.366086228e-03,2.881806284e-03,3.542240224e-03,8.590187617e-06,1
vertex,278,1,,,,,,,,,,,,,,,,,,,,,,1.083859675e-03,3.366086228e-03,1.140580211e-03,3.542240224e-03,2.633661020e-06,1
vertex,278,2,,,,,,,,,,,,,,,,,,,,,,5.990264243e-03,3.366086228e-03,6.303746701e-03,3.542240224e-03,1.564671474e-05,1
vertex,278,3,,,,,,,,,,,,,,,,,,,,,,8.745122061e-04,3.366086228e-03,9.202771717e-04,3.542240224e-03,3.047740185e-06,1
vertex,49,0,,,,,,,,,,,,,,,,,,,,,,5.603784236e-04,1.782450825e-03,5.897041426e-04,1.875730026e-03,2.230810125e-06,1
vertex,49,1,,,,,,,,,,,,,,,,,,,,,,1.361689339e-03,1.782450825e-03,1.432949254e-03,1.875730026e-03,2.921294554e-06,1
vertex,49,2,,,,,,,,,,,,,,,,,,,,,,3.085555882e-03,1.782450825e-03,3.247029167e-03,1.875730026e-03,7.049076755e-06,1
vertex,49,3,,,,,,,,,,,,,,,,,,,,,,1.009775636e-03,1.782450825e-03,1.062619206e-03,1.875730026e-03,2.522548041e-06,1
vertex,386,0,,,,,,,,,,,,,,,,,,,,,,8.186780651e-04,1.598412135e-03,8.615211189e-04,1.682060226e-03,2.620869052e-06,1
vertex,386,1,,,,,,,,,,,,,,,,,,,,,,2.362998762e-03,1.598412135e-03,2.486659194e-03,1.682060226e-03,5.809975471e-06,1
vertex,386,2,,,,,,,,,,,,,,,,,,,,,,9.554016324e-04,1.598412135e-03,1.005399703e-03,1.682060226e-03,2.538368331e-06,1
vertex,386,3,,,,,,,,,,,,,,,,,,,,,,1.747253906e-03,1.598412135e-03,1.838691183e-03,1.682060226e-03,3.166750482e-06,1
vertex,379,0,,,,,,,,,,,,,,,,,,,,,,5.705421446e-04,1.630720284e-03,6.003997514e-04,1.716059125e-03,1.955987479e-06,1
vertex,379,1,,,,,,,,,,,,,,,,,,,,,,9.110439807e-04,1.630720284e-03,9.587207267e-04,1.716059125e-03,2.497531912e-06,1
vertex,379,2,,,,,,,,,,,,,,,,,,,,,,2.547313269e-03,1.630720284e-03,2.680619246e-03,1.716059125e-03,3.416963336e-06,1
vertex,379,3,,,,,,,,,,,,,,,,,,,,,,1.729933589e-03,1.630720284e-03,1.820464459e-03,1.716059125e-03,5.523615640e-06,1
