stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.491541977420301,1.9253665991527014,1.0,0.39308365695162356,0.20412414523193154,0.2906044464858114,0.22265625,0.18619791666666666,0.16536458333333334,0.09895833333333333,0.06705729166666667,0.037760416666666664,0.022786458333333332,0.021484375,0.018880208333333332,0.015625,0.14322916666666666,0.03417352737308654,0.2814024596074658,0.17909297731204082,,,,,,1
terminal,,,True,1.1776358381079794,0.8712971470284062,0.4525357131529336,0.2148332269123635,0.20412414523193154,0.03450520833333337,0.11002604166666667,0.10677083333333333,0.10221354166666667,0.080078125,0.0859375,0.08919270833333333,0.107421875,0.115234375,0.107421875,0.060546875,0.03515625,0.00033166506664878743,0.029429972617436555,0.7963876991815524,,,,,,1
vertex,304,0,,,,,,,,,,,,,,,,,,,,,,2.105615395e-03,1.437087231e-03,2.186027997e-03,1.491969012e-03,6.278680718e-06,1
vertex,304,1,,,,,,,,,,,,,,,,,,,,,,6.885526973e-04,1.437087231e-03,7.148482468e-04,1.491969012e-03,2.099966537e-06,1
vertex,304,2,,,,,,,,,,,,,,,,,,,,,,1.134873615e-03,1.437087231e-03,1.178213980e-03,1.491969012e-03,2.504491745e-06,1
vertex,436,0,,,,,,,,,,,,,,,,,,,,,,1.354295277e-03,1.388112285e-03,1.406015267e-03,1.441123732e-03,4.589512925e-06,1
vertex,436,1,,,,,,,,,,,,,,,,,,,,,,1.075670934e-03,1.388112285e-03,1.116750372e-03,1.441123732e-03,2.544519347e-06,1
vertex,436,2,,,,,,,,,,,,,,,,,,,,,,1.670144751e-03,1.388112285e-03,1.733926905e-03,1.441123732e-03,2.882400792e-06,1
vertex,186,0,,,,,,,,,,,,,,,,,,,,,,9.171088436e-04,1.150117518e-03,9.521328599e-04,1.194040042e-03,2.866798691e-06,1
vertex,186,1,,,,,,,,,,,,,,,,,,,,,,7.773710775e-04,1.150117518e-03,8.070585650e-04,1.194040042e-03,2.231934889e-06,1
vertex,186,2,,,,,,,,,,,,,,,,,,,,,,1.588369131e-03,1.150117518e-03,1.649028306e-03,1.194040042e-03,2.832084016e-06,1
vertex,21,0,,,,,,,,,,,,,,,,,,,,,,8.054467538e-04,8.580991902e-04,8.362064401e-04,8.908696517e-04,2.281816109e-06,1
vertex,21,1,,,,,,,,,,,,,,,,,,,,,,1.084665281e-03,8.580991902e-04,1.126088210e-03,8.908696517e-04,3.272617876e-06,1
vertex,21,2,,,,,,,,,,,,,,,,,,,,,,6.194831841e-04,8.580991902e-04,6.431409968e-04,8.908696517e-04,1.918894590e-06,1
