dimension,beta,pair,alpha,terminal_pair_distance,seed_offset_distance,seed_pair_separation_ratio,target_rmse,relative_plane_error,relative_pair_error,arrival_separation_ratio,local_amplification,identity_swapped,collapsed,max_replay_residual,finite,replay_seconds
2,0.2,1,0.25,0.010136125751419187,0.0025340314378547966,0.5,0.0037313863189537117,0.0037313863189537117,0.28456755442830667,0.49164346572260775,1.3380396821260079,False,False,5.062013420354904e-09,True,193.4873546000017
2,0.2,2,0.25,0.013557841940041953,0.0033894604850104883,0.5,0.002017964205123316,0.002017964205123316,0.37262767992550455,0.4961961251287119,0.4108346430188702,False,False,6.611349567818014e-09,True,193.4873546000017
2,0.2,3,0.25,0.01577827232613293,0.003944568081533232,0.5,0.0017543632522339053,0.0017543632522339053,0.35491245914462866,0.5052602704523435,0.31666617605938635,False,False,7.380772340792164e-09,True,193.4873546000017
2,0.2,4,0.25,0.017117788392927002,0.0042794470982317505,0.5,0.004705796643186633,0.004705796643186633,0.25798927846766817,0.4983387310353434,1.0691167453254602,False,False,6.215506293936576e-09,True,193.4873546000017
2,0.2,5,0.25,0.01966708326983827,0.004916770817459568,0.5,0.003255466314856227,0.003255466314856227,0.28016020516886375,0.49942680370993536,0.6011911164609987,False,False,9.317080639932835e-09,True,193.4873546000017
2,0.2,0,0.4,0.0037291263170231995,0.00149165052680928,0.19999999999999996,0.001549537521523783,0.001549537521523783,0.6376479414628025,0.20003532439102312,0.6564716829373853,False,True,5.635700709575374e-09,True,193.4873546000017
2,0.2,1,0.4,0.010136125751419187,0.004054450300567675,0.19999999999999996,0.0055886095265284255,0.0055886095265284255,0.42620538579475326,0.19580269625593877,1.315070733820728,False,True,5.032589670423913e-09,True,193.4873546000017
2,0.2,2,0.4,0.013557841940041953,0.0054231367760167815,0.19999999999999996,0.002662362967106745,0.002662362967106745,0.491619292866468,0.19778776424393463,0.4058232681312258,False,True,6.5868611186384125e-09,True,193.4873546000017
2,0.2,3,0.4,0.01577827232613293,0.006311308930453172,0.19999999999999996,0.0023350780812224537,0.0023350780812224537,0.4723926490401013,0.2022307759166427,0.31660032709335423,False,True,7.34862128802679e-09,True,193.4873546000017
2,0.2,4,0.4,0.017117788392927002,0.006847115357170801,0.19999999999999996,0.007381708393360275,0.007381708393360275,0.40469271552970043,0.1991781502302728,1.066687127494936,False,True,6.214520528318063e-09,True,193.4873546000017
2,0.2,5,0.4,0.01966708326983827,0.00786683330793531,0.19999999999999996,0.004854970569305837,0.004854970569305837,0.4178109736778488,0.1993896527766587,0.5973714815953418,False,True,9.245860892227077e-09,True,193.4873546000017
2,0.2,0,0.49,0.0037291263170231995,0.0018272718953413678,0.020000000000000018,0.001697074753246723,0.001697074753246723,0.6983607740276699,0.020000332330410205,0.6554666068436581,False,True,5.6287729042884284e-09,True,193.4873546000017
2,0.2,1,0.49,0.010136125751419187,0.004966701618195402,0.020000000000000018,0.0066988436907362845,0.0066988436907362845,0.5108754236695705,0.019564263109026286,1.3046784174813257,False,True,5.01418994718879e-09,True,193.4873546000017
2,0.2,2,0.49,0.013557841940041953,0.006643342550620557,0.020000000000000018,0.0030732783599537426,0.0030732783599537426,0.5674969764713153,0.01976584496165855,0.40358996062223523,False,True,6.571594824915463e-09,True,193.4873546000017
2,0.2,3,0.49,0.01577827232613293,0.007731353439805135,0.020000000000000018,0.0027250142403242783,0.0027250142403242783,0.5512777949527381,0.020225476961980397,0.3165407938052944,False,True,7.329271651531536e-09,True,193.4873546000017
2,0.2,4,0.49,0.017117788392927002,0.008387716312534231,0.020000000000000018,0.009001804645407384,0.009001804645407384,0.493512419143321,0.019914846913077267,1.065615761109862,False,True,6.213724834234332e-09,True,193.4873546000017
2,0.2,5,0.49,0.01966708326983827,0.009636870802220752,0.020000000000000018,0.0058583729073158255,0.0058583729073158255,0.5041621681598629,0.019931806553673742,0.5956725118386361,False,True,9.204852516955204e-09,True,193.4873546000017
2,0.4,0,0.0,0.0037291263170231995,0.0,1.0,0.0011455218970060394,0.0011455218970060394,0.47139205690751274,1.00410309227086,0.0,False,False,2.87849429587662e-15,True,195.8042790999898
2,0.4,1,0.0,0.010136125751419187,0.0,1.0,0.001044577921655077,0.001044577921655077,0.07966288107593719,0.999026581326738,0.0,False,False,2.683622731464044e-15,True,195.8042790999898
2,0.4,2,0.0,0.013557841940041953,0.0,1.0,0.0012941648311245587,0.0012941648311245587,0.23897432731402554,1.0050810311451988,0.0,False,False,3.4243995998606882e-15,True,195.8042790999898
2,0.4,3,0.0,0.01577827232613293,0.0,1.0,0.001288302755627443,0.001288302755627443,0.26062715263804176,1.0082802374333089,0.0,False,False,3.823897264922126e-15,True,195.8042790999898
2,0.4,4,0.0,0.017117788392927002,0.0,1.0,0.001222368574299156,0.001222368574299156,0.06701479269436511,0.999476440931504,0.0,False,False,3.231865485945024e-15,True,195.8042790999898
2,0.4,5,0.0,0.01966708326983827,0.0,1.0,0.0017279688870006013,0.0017279688870006013,0.14870622856648466,1.0057260869053548,0.0,False,False,4.801166201512567e-15,True,195.8042790999898
2,0.4,0,0.1,0.0037291263170231995,0.00037291263170232,0.8,0.001192181091432608,0.001192181091432608,0.49059271443477065,0.8021067654444115,0.6615949397740243,False,False,2.863653750939041e-15,True,195.8042790999898
2,0.4,1,0.1,0.010136125751419187,0.0010136125751419188,0.8,0.0019116112413943994,0.0019116112413943994,0.14578563822729496,0.7931355179302222,1.3685632101378973,False,False,2.670827467782759e-15,True,195.8042790999898
2,0.4,2,0.1,0.013557841940041953,0.0013557841940041954,0.8,0.001489221223199626,0.001489221223199626,0.274992513686727,0.7991387403302155,0.41756460403094486,False,False,3.442818914367593e-15,True,195.8042790999898
2,0.4,3,0.1,0.01577827232613293,0.001577827232613293,0.8,0.0013574894998705177,0.0013574894998705177,0.27462381923958673,0.80747149057527,0.31668997695859186,False,False,3.785824812917788e-15,True,195.8042790999898
2,0.4,4,0.1,0.017117788392927002,0.0017117788392927002,0.8,0.0021731018892792793,0.0021731018892792793,0.1191375299363213,0.7985044507961456,1.0723429366394617,False,False,3.2260226848670385e-15,True,195.8042790999898
