target,target_source_id,method,lambda_fit_frame,parent_source_ids,lambda,lambda_fit_rmse,initial_candidate_rmse,reference_terminal_rmse,cross_frame_rmse,generation_terminal_rmse,direct_relative_distance,generated_relative_distance,direct_point_distance,generated_point_distance,direct_set_rmse,generated_set_rmse,efs_direct_ratio,nearest_parent_relative_distance,nearest_parent_point_distance,nearest_parent_rmse,efs_parent_ratio,direct_aligned_rmse,generated_aligned_rmse,direct_relation_rmse,generated_relation_rmse,terminal_gap,max_replay_residual,generated_nearest_memory_rmse,memory_distance_ratio
0,49,shared_d1,d1,65;46;34;424,0.453590563;0.364767773;0.000000000;0.181641664,4.077062092e-02,4.077062092e-02,5.417971398e-01,5.417971398e-01,4.218818807e-01,4.291763105e-02,7.639503526e-02,8.498597710e-02,1.512783105e-01,4.077062092e-02,7.658867621e-02,1.780038492e+00,5.273725646e-02,1.044309101e-01,5.423750628e-02,1.448597071e+00,4.077062092e-02,7.658867621e-02,0.000000000e+00,0.000000000e+00,4.218818807e-01,1.895271367e-05,7.971949431e-04,1.469822265e-02
0,49,shared_du,du,65;46;34;424,0.000000000;0.471941549;0.000000000;0.528058451,3.611095184e-01,5.780144792e-02,3.611095184e-01,5.780144792e-02,2.172759585e-01,6.233681892e-02,1.111393387e-01,1.234400720e-01,2.200793721e-01,5.780144792e-02,1.087985266e-01,1.782884347e+00,5.273725646e-02,1.044309101e-01,5.423750628e-02,2.107416012e+00,5.780144792e-02,1.087985266e-01,0.000000000e+00,0.000000000e+00,2.172759585e-01,1.865052996e-05,1.475082430e-03,2.719672292e-02
0,49,per_particle_d1,d1,65;46;34;424,0.453590563;0.364767773;0.000000000;0.181641664,4.077062092e-02,4.077062092e-02,5.417971398e-01,5.417971398e-01,4.218818807e-01,4.291763105e-02,7.639503526e-02,8.498597710e-02,1.512783105e-01,4.077062092e-02,7.658867621e-02,1.780038492e+00,5.273725646e-02,1.044309101e-01,5.423750628e-02,1.448597071e+00,4.077062092e-02,7.658867621e-02,0.000000000e+00,0.000000000e+00,4.218818807e-01,1.895271367e-05,7.971949431e-04,1.469822265e-02
0,49,per_particle_du,du,65;46;34;424,0.000000000;0.471941549;0.000000000;0.528058451,3.611095184e-01,5.780144792e-02,3.611095184e-01,5.780144792e-02,2.172759585e-01,6.233681892e-02,1.111393387e-01,1.234400720e-01,2.200793721e-01,5.780144792e-02,1.087985266e-01,1.782884347e+00,5.273725646e-02,1.044309101e-01,5.423750628e-02,2.107416012e+00,5.780144792e-02,1.087985266e-01,0.000000000e+00,0.000000000e+00,2.172759585e-01,1.865052996e-05,1.475082430e-03,2.719672292e-02
