seed,path_index,category,permutation_frame,first_source_id,second_source_id,particle_permutation,distance_d1,distance_du,distance_d1_fixed_matching,t,lambda,terminal_step_norm,output_step_norm,step_amplification,nearest_source_identity,nearest_source_changed,pairwise_relation_change,maximum_particle_jump,particle_jumps,terminal_displacement_from_start,output_displacement_from_start,direct_displacement_from_start,max_replay_residual,replay_runtime,finite
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.18,0.82;0.18,0.021039790377004087,0.0,0.0,19,0,0.0,0.0,0;0;0;0;0;0;0;0,0.37871622678607564,0.5611138308479356,0.47648389858283824,1.3793224387370004e-05,13.992264002227703,1
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.19,0.81;0.19,0.02103979037700417,0.3506740293089088,16.66718265844438,19,0,0.08891758872302238,0.3135518097793601,2.54384052431e-16;0.157027186868;0;0;0;0;0;0.313551809779,0.3997560171630798,0.7252379765527504,0.5029552262818849,1.036518234685541e-05,13.992264002227703,1
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.2,0.8;0.2,0.02103979037700424,0.7365250909346029,35.006294156789664,19,0,0.27782049924821645,0.7365250909346029,2.54384052431e-16;0;0;0;0;0.736525090935;0;0,0.420795807540084,1.0336533907507646,0.5294265539809314,1.036518234686466e-05,13.992264002227703,1
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.21,0.79;0.21,0.021039790377004205,1.6883057536160649e-16,8.024346836940577e-15,19,0,4.6915485647975684e-17,1.6883057536160649e-16,0;1.68830575362e-16;0;0;0;0;0;0,0.44183559791708826,1.0336533907507646,0.5558978816799781,1.036518234686466e-05,13.992264002227703,1
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.22,0.78;0.22,0.021039790377004205,1.6883057536160649e-16,8.024346836940577e-15,19,0,4.6915485647975684e-17,1.6883057536160649e-16,0;1.68830575362e-16;0;0;0;0;0;0,0.4628753882940924,1.0336533907507646,0.5823692093790247,1.036518234686466e-05,13.992264002227703,1
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.23,0.77;0.23,0.021039790377004246,0.34746081983334404,16.514462055339987,19,0,0.1426084757326049,0.34746081983334404,0.347460819833;0;1.11022302463e-16;0;0;0;0;0,0.4839151786710967,1.062847450507665,0.6088405370780714,9.312401151335767e-06,13.992264002227703,1
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.24,0.76;0.24,0.021039790377004153,1.085426097819431,51.58920684902681,19,0,0.2552578915239708,1.085426097819431,0;0;1.08542609782;0;0;0;0;0,0.5049549690481008,1.5191426914145227,0.635311864777118,9.312401151335767e-06,13.992264002227703,1
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.25,0.75;0.25,0.021039790377004198,1.9229626863835638e-16,9.139647553168111e-15,19,0,4.1962486042515756e-17,1.9229626863835638e-16,0;0;0;1.92296268638e-16;0;0;0;0,0.5259947594251051,1.5191426914145227,0.6617831924761646,9.312401151335767e-06,13.992264002227703,1
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.26,0.74;0.26,0.02103979037700426,1.9229626863835638e-16,9.139647553168084e-15,19,0,4.1962486042515756e-17,1.9229626863835638e-16,0;0;0;1.92296268638e-16;0;0;0;0,0.5470345498021093,1.5191426914145227,0.6882545201752112,9.312401151335767e-06,13.992264002227703,1
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.27,0.73;0.27,0.021039790377004187,6.938893903907228e-18,3.297986234449948e-16,19,0,0.0,6.938893903907228e-18,0;0;0;0;6.93889390391e-18;0;0;0,0.5680743401791135,1.5191426914145227,0.7147258478742577,9.312401151335767e-06,13.992264002227703,1
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.28,0.72;0.28,0.021039790377004226,0.45175774130186663,21.4715894601128,40,1,0.09824879735212765,0.45175774130186663,0;0;0;0;6.93889390391e-18;0;0;0.451757741302,0.5891141305561177,1.7454732169544929,0.7411971755733044,1.6709300079780376e-05,13.992264002227703,1
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.29,0.71;0.29,0.021039790377004146,5.551115123125783e-17,2.6383889875599633e-15,40,0,0.0,5.551115123125783e-17,0;0;0;0;0;5.55111512313e-17;0;0,0.6101539209331218,1.7454732169544929,0.7676685032723509,1.6709300079780376e-05,13.992264002227703,1
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.3,0.7;0.3,0.021039790377004243,5.551115123125783e-17,2.638388987559951e-15,40,0,0.0,5.551115123125783e-17,0;0;0;0;0;5.55111512313e-17;0;0,0.6311937113101261,1.7454732169544929,0.7941398309713976,1.6709300079780376e-05,13.992264002227703,1
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.31,0.69;0.31,0.021039790377004177,2.5589376332604516e-16,1.2162372283220508e-14,40,0,1.8766194259190274e-16,2.5589376332604516e-16,0;0;0;0;0;0;2.55893763326e-16;0,0.6522335016871302,1.7454732169544929,0.8206111586704441,1.6709300079780376e-05,13.992264002227703,1
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.32,0.68;0.32,0.021039790377004274,2.5589376332604516e-16,1.2162372283220451e-14,40,0,1.8766194259190274e-16,2.5589376332604516e-16,0;0;0;0;0;0;2.55893763326e-16;0,0.6732732920641346,1.7454732169544929,0.8470824863694907,1.6709300079780376e-05,13.992264002227703,1
4652,0,close_d1,d1,19,40,0;4;5;2;7;6;1;3,0.49879550948084633,0.8534208974875824,0.49879550948084633,0.33,0.67;0.33,0.021039790377004187,1.3092278833360675e-16,6.222627981916642e-15,40,0,1.6793188215110643e-16,1.3092278833360675e-16,0;0;0;0;0;0;0;1.30922788334e-16,0.6943130824411388,1.7454732169544929,0.8735538140685373,1.6709300079829978e-05,13.992264002227703,1
