stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.426993761470958,1.9009684850869593,1.0,0.48068726980465687,0.20412414523193154,0.3142751166507151,0.3911830357142857,0.11635044642857142,0.05329241071428571,0.03125,0.027622767857142856,0.033482142857142856,0.03571428571428571,0.043247767857142856,0.035435267857142856,0.022879464285714284,0.20954241071428573,0.11727735282077423,0.2192954523183192,0.28025404917442015,,,,,,1
terminal,,,True,1.184992430518247,0.8771414826036981,0.4614182136552219,0.21779863347306597,0.20412414523193154,0.04411473295806856,0.11495535714285714,0.10463169642857142,0.10295758928571429,0.09319196428571429,0.08510044642857142,0.07505580357142858,0.08677455357142858,0.11830357142857142,0.10602678571428571,0.06863839285714286,0.04436383928571429,0.0007172515030838408,0.021012118946739624,0.8469371501076783,,,,,,1
vertex,132,0,,,,,,,,,,,,,,,,,,,,,,3.303173071e-03,1.822281313e-03,3.473973844e-03,1.916508000e-03,9.039894536e-06,1
vertex,132,1,,,,,,,,,,,,,,,,,,,,,,8.785627496e-04,1.822281313e-03,9.239915520e-04,1.916508000e-03,2.903967096e-06,1
vertex,132,2,,,,,,,,,,,,,,,,,,,,,,7.308295379e-04,1.822281313e-03,7.686193379e-04,1.916508000e-03,2.442821385e-06,1
vertex,132,3,,,,,,,,,,,,,,,,,,,,,,4.381410819e-04,1.822281313e-03,4.607965207e-04,1.916508000e-03,1.888004896e-06,1
vertex,132,4,,,,,,,,,,,,,,,,,,,,,,1.782106829e-03,1.822281313e-03,1.874256171e-03,1.916508000e-03,3.566623056e-06,1
vertex,132,5,,,,,,,,,,,,,,,,,,,,,,2.704253797e-03,1.822281313e-03,2.844085598e-03,1.916508000e-03,1.046553587e-05,1
vertex,132,6,,,,,,,,,,,,,,,,,,,,,,5.892085047e-04,1.822281313e-03,6.196753515e-04,1.916508000e-03,2.157973734e-06,1
vertex,340,0,,,,,,,,,,,,,,,,,,,,,,8.881797548e-04,3.014415048e-03,9.341058342e-04,3.170284695e-03,4.183323388e-06,1
vertex,340,1,,,,,,,,,,,,,,,,,,,,,,9.447168823e-04,3.014415048e-03,9.935663886e-04,3.170284695e-03,2.957225232e-06,1
vertex,340,2,,,,,,,,,,,,,,,,,,,,,,3.514225010e-03,3.014415048e-03,3.695938876e-03,3.170284695e-03,8.826153080e-06,1
vertex,340,3,,,,,,,,,,,,,,,,,,,,,,3.489380263e-03,3.014415048e-03,3.669809454e-03,3.170284695e-03,1.386073322e-05,1
vertex,340,4,,,,,,,,,,,,,,,,,,,,,,3.575776888e-04,3.014415048e-03,3.760673484e-04,3.170284695e-03,1.566340187e-06,1
vertex,340,5,,,,,,,,,,,,,,,,,,,,,,4.598928425e-03,3.014415048e-03,4.836730233e-03,3.170284695e-03,1.061171141e-05,1
vertex,340,6,,,,,,,,,,,,,,,,,,,,,,4.015218152e-03,3.014415048e-03,4.222837417e-03,3.170284695e-03,1.834284099e-05,1
vertex,62,0,,,,,,,,,,,,,,,,,,,,,,2.434325729e-03,1.222543894e-03,2.560200065e-03,1.285759304e-03,1.020136724e-05,1
vertex,62,1,,,,,,,,,,,,,,,,,,,,,,1.211597485e-03,1.222543894e-03,1.274246877e-03,1.285759304e-03,4.009906898e-06,1
vertex,62,2,,,,,,,,,,,,,,,,,,,,,,6.961632011e-04,1.222543894e-03,7.321604710e-04,1.285759304e-03,2.033657723e-06,1
vertex,62,3,,,,,,,,,,,,,,,,,,,,,,3.736047623e-04,1.222543894e-03,3.929231512e-04,1.285759304e-03,1.574912393e-06,1
vertex,62,4,,,,,,,,,,,,,,,,,,,,,,1.151237902e-03,1.222543894e-03,1.210766216e-03,1.285759304e-03,2.776609462e-06,1
vertex,62,5,,,,,,,,,,,,,,,,,,,,,,4.198681865e-04,1.222543894e-03,4.415787688e-04,1.285759304e-03,1.475473053e-06,1
vertex,62,6,,,,,,,,,,,,,,,,,,,,,,9.708362682e-04,1.222543894e-03,1.021036358e-03,1.285759304e-03,2.794865924e-06,1
vertex,419,0,,,,,,,,,,,,,,,,,,,,,,1.452067257e-03,2.106558495e-03,1.527150882e-03,2.215484613e-03,3.370529773e-06,1
vertex,419,1,,,,,,,,,,,,,,,,,,,,,,5.682993583e-04,2.106558495e-03,5.976850331e-04,2.215484613e-03,2.000072923e-06,1
vertex,419,2,,,,,,,,,,,,,,,,,,,,,,9.399212314e-04,2.106558495e-03,9.885227637e-04,2.215484613e-03,2.573342867e-06,1
vertex,419,3,,,,,,,,,,,,,,,,,,,,,,1.149182581e-03,2.106558495e-03,1.208604619e-03,2.215484613e-03,2.950363288e-06,1
vertex,419,4,,,,,,,,,,,,,,,,,,,,,,2.062429461e-03,2.106558495e-03,2.169073751e-03,2.215484613e-03,7.469446071e-06,1
vertex,419,5,,,,,,,,,,,,,,,,,,,,,,1.330045057e-03,2.106558495e-03,1.398819148e-03,2.215484613e-03,3.100743725e-06,1
vertex,419,6,,,,,,,,,,,,,,,,,,,,,,4.517183824e-03,2.106558495e-03,4.750758775e-03,2.215484613e-03,1.011718737e-05,1
