stage,source_id,particle,finite,mean_pair_distance,rms_radius,radius_ratio,radius_cv,expected_radius_cv,radial_cdf_gap,radial_zone_0,radial_zone_1,radial_zone_2,radial_zone_3,radial_zone_4,radial_zone_5,radial_zone_6,radial_zone_7,radial_zone_8,radial_zone_9,radial_overflow,angular_resultant,angular_moment_error,covariance_ratio,vertex_particle_rmse,vertex_source_rmse,vertex_particle_relative_rmse,vertex_source_relative_rmse,vertex_replay_residual,gate_pass
initial,,,True,2.5400372303788226,1.9576132486491613,1.0,0.4363636897408725,0.20412414523193154,0.23510371568324367,0.25,0.1015625,0.1318359375,0.14599609375,0.08447265625,0.04736328125,0.025390625,0.0234375,0.0234375,0.01416015625,0.15234375,0.06825595478501441,0.10714437007732704,0.5894259217275228,,,,,,1
terminal,,,True,1.179913577168812,0.8730057748529128,0.44595416150525385,0.2155703676336762,0.20412414523193154,0.043682218156926966,0.11376953125,0.0986328125,0.1083984375,0.091796875,0.076171875,0.07470703125,0.09521484375,0.13916015625,0.1123046875,0.060546875,0.029296875,0.0002909554027279407,0.010578856594973906,0.9196549326162711,,,,,,1
vertex,306,0,,,,,,,,,,,,,,,,,,,,,,1.223602159e-03,1.863815287e-03,1.248456737e-03,1.901674279e-03,2.733519032e-06,1
vertex,306,1,,,,,,,,,,,,,,,,,,,,,,2.980797594e-03,1.863815287e-03,3.041345434e-03,1.901674279e-03,7.781842666e-06,1
vertex,306,2,,,,,,,,,,,,,,,,,,,,,,1.563284569e-03,1.863815287e-03,1.595038991e-03,1.901674279e-03,3.066459174e-06,1
vertex,306,3,,,,,,,,,,,,,,,,,,,,,,1.033931583e-03,1.863815287e-03,1.054933454e-03,1.901674279e-03,3.915456763e-06,1
vertex,67,0,,,,,,,,,,,,,,,,,,,,,,1.116921994e-03,2.254689629e-03,1.139609617e-03,2.300488307e-03,2.596304153e-06,1
vertex,67,1,,,,,,,,,,,,,,,,,,,,,,2.806625868e-03,2.254689629e-03,2.863635822e-03,2.300488307e-03,7.559436123e-06,1
vertex,67,2,,,,,,,,,,,,,,,,,,,,,,3.082697747e-03,2.254689629e-03,3.145315447e-03,2.300488307e-03,7.573715970e-06,1
vertex,67,3,,,,,,,,,,,,,,,,,,,,,,1.306450305e-03,2.254689629e-03,1.332987747e-03,2.300488307e-03,3.838433046e-06,1
vertex,198,0,,,,,,,,,,,,,,,,,,,,,,4.594410097e-04,7.959039247e-04,4.687734651e-04,8.120708270e-04,1.576954014e-06,1
vertex,198,1,,,,,,,,,,,,,,,,,,,,,,3.189340640e-04,7.959039247e-04,3.254124538e-04,8.120708270e-04,1.239283160e-06,1
vertex,198,2,,,,,,,,,,,,,,,,,,,,,,1.139103089e-03,7.959039247e-04,1.162241269e-03,8.120708270e-04,2.722182016e-06,1
vertex,198,3,,,,,,,,,,,,,,,,,,,,,,9.609846012e-04,7.959039247e-04,9.805047263e-04,8.120708270e-04,2.297095956e-06,1
vertex,256,0,,,,,,,,,,,,,,,,,,,,,,2.250147173e-03,1.703350659e-03,2.295853581e-03,1.737950192e-03,4.426833402e-06,1
vertex,256,1,,,,,,,,,,,,,,,,,,,,,,1.223552128e-03,1.703350659e-03,1.248405690e-03,1.737950192e-03,2.768199089e-06,1
vertex,256,2,,,,,,,,,,,,,,,,,,,,,,1.024176859e-03,1.703350659e-03,1.044980585e-03,1.737950192e-03,4.381113336e-06,1
vertex,256,3,,,,,,,,,,,,,,,,,,,,,,1.999108181e-03,1.703350659e-03,2.039715327e-03,1.737950192e-03,6.806619156e-06,1
